segment_dur_uttr,c_type_f,speakerSegtype,languageSegtype,segment_type_o,language,language_f,speaker_f,dur,ul,ll,model
0.033949133838383765,stop,mn_tw_11.consonant,Taiwan Mandarin.vowel,vowel,Taiwan Mandarin,Taiwan Mandarin,mn_tw_11,0.029222424315963003,0.03302437938735123,0.02542046924457478,cv_mod_baseline
0.03504112481962474,stop,mn_tw_11.consonant,Taiwan Mandarin.vowel,vowel,Taiwan Mandarin,Taiwan Mandarin,mn_tw_11,0.030438568572699106,0.03410730680777787,0.026769830337620343,cv_mod_baseline
0.03613311580086572,stop,mn_tw_11.consonant,Taiwan Mandarin.vowel,vowel,Taiwan Mandarin,Taiwan Mandarin,mn_tw_11,0.031655138138232654,0.03519856702433368,0.028111709252131627,cv_mod_baseline
0.0372251067821067,stop,mn_tw_11.consonant,Taiwan Mandarin.vowel,vowel,Taiwan Mandarin,Taiwan Mandarin,mn_tw_11,0.03287240599006146,0.03629707776771423,0.029447734212408684,cv_mod_baseline
0.03831709776334768,stop,mn_tw_11.consonant,Taiwan Mandarin.vowel,vowel,Taiwan Mandarin,Taiwan Mandarin,mn_tw_11,0.034090565143691444,0.03740474689583008,0.03077638339155281,cv_mod_baseline
0.039409088744588656,stop,mn_tw_11.consonant,Taiwan Mandarin.vowel,vowel,Taiwan Mandarin,Taiwan Mandarin,mn_tw_11,0.035309915490259455,0.03851990870497323,0.03209992227554568,cv_mod_baseline
0.04050107972582964,stop,mn_tw_11.consonant,Taiwan Mandarin.vowel,vowel,Taiwan Mandarin,Taiwan Mandarin,mn_tw_11,0.03653061449855081,0.03964455264858679,0.03341667634851483,cv_mod_baseline
0.04159307070707062,stop,mn_tw_11.consonant,Taiwan Mandarin.vowel,vowel,Taiwan Mandarin,Taiwan Mandarin,mn_tw_11,0.03775306813775234,0.04077326811760796,0.03473286815789672,cv_mod_baseline
0.0426850616883116,stop,mn_tw_11.consonant,Taiwan Mandarin.vowel,vowel,Taiwan Mandarin,Taiwan Mandarin,mn_tw_11,0.03897758516782257,0.04189941219535612,0.036055758140289024,cv_mod_baseline
0.04377705266955258,stop,mn_tw_11.consonant,Taiwan Mandarin.vowel,vowel,Taiwan Mandarin,Taiwan Mandarin,mn_tw_11,0.0402040162609419,0.043018138914210094,0.03738989360767371,cv_mod_baseline
0.044869043650793555,stop,mn_tw_11.consonant,Taiwan Mandarin.vowel,vowel,Taiwan Mandarin,Taiwan Mandarin,mn_tw_11,0.04143156765361258,0.04413314829871547,0.03872998700850969,cv_mod_baseline
0.045961034632034534,stop,mn_tw_11.consonant,Taiwan Mandarin.vowel,vowel,Taiwan Mandarin,Taiwan Mandarin,mn_tw_11,0.04265904564758958,0.04524890227916039,0.04006918901601877,cv_mod_baseline
0.04705302561327551,stop,mn_tw_11.consonant,Taiwan Mandarin.vowel,vowel,Taiwan Mandarin,Taiwan Mandarin,mn_tw_11,0.04388495210231684,0.04636952331126625,0.04140038089336743,cv_mod_baseline
0.04814501659451649,stop,mn_tw_11.consonant,Taiwan Mandarin.vowel,vowel,Taiwan Mandarin,Taiwan Mandarin,mn_tw_11,0.0451075858463149,0.047497664817096025,0.04271750687553377,cv_mod_baseline
0.04923700757575747,stop,mn_tw_11.consonant,Taiwan Mandarin.vowel,vowel,Taiwan Mandarin,Taiwan Mandarin,mn_tw_11,0.0463251636201381,0.04863374647316249,0.04401658076711372,cv_mod_baseline
0.05032899855699845,stop,mn_tw_11.consonant,Taiwan Mandarin.vowel,vowel,Taiwan Mandarin,Taiwan Mandarin,mn_tw_11,0.047535948414138496,0.04977577740469006,0.04529611942358693,cv_mod_baseline
0.051420989538239426,stop,mn_tw_11.consonant,Taiwan Mandarin.vowel,vowel,Taiwan Mandarin,Taiwan Mandarin,mn_tw_11,0.048738390404823834,0.05091993587713219,0.046556844932515475,cv_mod_baseline
0.052512980519480404,stop,mn_tw_11.consonant,Taiwan Mandarin.vowel,vowel,Taiwan Mandarin,Taiwan Mandarin,mn_tw_11,0.04993141604179026,0.05206201922064896,0.04780081286293156,cv_mod_baseline
0.05360497150072138,stop,mn_tw_11.consonant,Taiwan Mandarin.vowel,vowel,Taiwan Mandarin,Taiwan Mandarin,mn_tw_11,0.05111450671069801,0.05319861631936023,0.04903039710203579,cv_mod_baseline
0.05469696248196236,stop,mn_tw_11.consonant,Taiwan Mandarin.vowel,vowel,Taiwan Mandarin,Taiwan Mandarin,mn_tw_11,0.05228765560738708,0.05432775248902593,0.05024755872574823,cv_mod_baseline
0.05578895346320334,stop,mn_tw_11.consonant,Taiwan Mandarin.vowel,vowel,Taiwan Mandarin,Taiwan Mandarin,mn_tw_11,0.05345143336685889,0.055449328970061725,0.051453537763656056,cv_mod_baseline
0.05688094444444432,stop,mn_tw_11.consonant,Taiwan Mandarin.vowel,vowel,Taiwan Mandarin,Taiwan Mandarin,mn_tw_11,0.054607028597427144,0.056565059474173174,0.052648997720681115,cv_mod_baseline
0.057972935425685296,stop,mn_tw_11.consonant,Taiwan Mandarin.vowel,vowel,Taiwan Mandarin,Taiwan Mandarin,mn_tw_11,0.055756246111096995,0.05767795936921921,0.05383453285297478,cv_mod_baseline
