language,folder,speaker,file,word,word_trs,word_start,word_end,phone,segment_type,phone_start,phone_end,phone_alignment,phone_quality,comment
Turkish,turkish,12963,12963_106,çalıştın,tʃaɫɯʃt̪ɯn̪,1.87,2.28,ɯ,vowel,2.16,2.21,NA,NA,NA
Turkish,turkish,12963,12963_108,filan,fiɫan̪,0.64,0.95,f,consonant,0.64,0.71,NA,NA,NA
Turkish,turkish,12963,12963_12,sormalı,s̪oɾmaɫɯ,0.87,1.23,ɯ,vowel,1.2,1.23,NA,NA,NA
Turkish,turkish,12963,12963_142,onların,on̪ɫaɾɯn̪,0.09,0.48,ɯ,vowel,0.35,0.4,NA,NA,NA
Turkish,turkish,12963,12963_142,grafiğini,ɡɯɾafiːn̪i,0.53,0.83,n̪,consonant,0.76,0.8,NA,NA,NA
Turkish,turkish,12963,12963_150,siyaseti,s̪ijas̪et̪i,1.23,1.71,s̪,consonant,1.51,1.57,NA,NA,NA
Turkish,turkish,12963,12963_16,tamam,t̪amam,0.79,1.1,t̪,consonant,0.79,0.88,NA,NA,NA
Turkish,turkish,12963,12963_162,aynı,ajn̪ɯ,0.38,0.64,ɯ,vowel,0.59,0.64,NA,NA,NA
Turkish,turkish,12963,12963_174,birkaç,biɾkatʃ,0.1,0.62,tʃ,consonant,0.55,0.62,NA,NA,NA
Turkish,turkish,12963,12963_176,hep,hep,0.92,1.04,e,vowel,0.95,1,NA,NA,NA
Turkish,turkish,12963,12963_231,anlaşılmıyor,an̪ɫaʃɯɫmɯjoɾ,1.1,1.64,j,consonant,1.57,1.6,NA,NA,NA
Turkish,turkish,12963,12963_24,gitmedim,ɟit̪med̪im,0.68,1.09,d̪,consonant,0.92,0.95,NA,NA,NA
Turkish,turkish,12963,12963_28,okula,okuɫa,0.87,1.2,u,vowel,1,1.03,NA,NA,NA
Turkish,turkish,12963,12963_48,gittin,ɟit̪ːin̪,1.08,1.46,t̪ː,consonant,1.23,1.33,NA,NA,NA
Turkish,turkish,12963,12963_54,bilmem,biʎmem,0.1,0.54,e,vowel,0.33,0.4,NA,NA,NA
Turkish,turkish,12963,12963_78,yazdım,jaz̪d̪ɯm,7.29,7.62,m,consonant,7.53,7.62,NA,NA,NA
Turkish,turkish,12963,12963_84,bakalım,bakaɫɯm,0.1,0.5,a,vowel,0.29,0.34,NA,NA,NA
Turkish,turkish,12963,12963_88,ya,ja,0.54,0.68,a,vowel,0.58,0.68,NA,NA,NA
Turkish,turkish,12963,12963_92,almış,aɫmɯʃ,1.31,1.66,ɯ,vowel,1.55,1.57,NA,NA,NA
Turkish,turkish,15022,15022_106,yok,jok,1.3,1.57,j,consonant,1.3,1.44,NA,NA,NA
Turkish,turkish,15022,15022_112,sınavlar,s̪ɯn̪avɫaɾ,2.82,3.26,ɯ,vowel,2.85,2.87,NA,NA,NA
Turkish,turkish,15022,15022_12,de,d̪e,1.77,1.9,d̪,consonant,1.77,1.8,NA,NA,NA
Turkish,turkish,15022,15022_142,kapalıydı,kapaɫɯjd̪ɯ,2.12,2.71,k,consonant,2.12,2.18,NA,NA,NA
Turkish,turkish,15022,15022_165,konuştum,kon̪uʃt̪um,1.05,1.62,m,consonant,1.5,1.62,NA,NA,NA
Turkish,turkish,15022,15022_165,oraya,oɾaja,2.18,2.58,o,vowel,2.18,2.21,NA,NA,NA
Turkish,turkish,15022,15022_190,makarna,makaɾn̪a,0.6,1,m,consonant,0.6,0.65,NA,NA,NA
Turkish,turkish,15022,15022_192,aldım,aɫd̪ɯm,2.36,2.73,d̪,consonant,2.59,2.64,NA,NA,NA
Turkish,turkish,15022,15022_197,burada,buɾad̪a,5.95,6.22,a,vowel,6.13,6.22,NA,NA,NA
Turkish,turkish,15022,15022_207,öyle,øjʎe,1.73,2.01,j,consonant,1.83,1.92,NA,NA,NA
Turkish,turkish,15022,15022_207,elimde,eʎimd̪e,3.77,4.08,e,vowel,3.77,3.84,NA,NA,NA
Turkish,turkish,15022,15022_207,durunca,d̪uɾun̪dʒa,5.36,5.76,a,vowel,5.69,5.76,NA,NA,NA
Turkish,turkish,15022,15022_216,ediyor,ed̪ijoɾ,0.51,1.04,i,vowel,0.73,0.8,NA,NA,NA
Turkish,turkish,15022,15022_224,görümcemi,ɟøɾymdʒemi,0.44,0.94,ɟ,consonant,0.44,0.5,NA,NA,NA
Turkish,turkish,15022,15022_224,görümcemi,ɟøɾymdʒemi,0.44,0.94,m,consonant,0.88,0.93,NA,NA,NA
Turkish,turkish,15022,15022_226,haberi,habeɾi,0.42,0.78,e,vowel,0.64,0.73,NA,NA,NA
Turkish,turkish,15022,15022_26,marketteyim,maɾcet̪ːejim,2.55,3.38,a,vowel,2.63,2.67,NA,NA,NA
Turkish,turkish,15022,15022_30,metrobüsle,met̪ɾobys̪ʎe,0.52,1.24,e,vowel,1.15,1.24,NA,NA,NA
Turkish,turkish,15022,15022_50,beş,beʃ,2.69,2.88,e,vowel,2.74,2.85,NA,NA,NA
Turkish,turkish,15022,15022_52,on,on̪,3.72,3.84,n̪,consonant,3.78,3.84,NA,NA,NA
Turkish,turkish,15916,15916_117,işedi,iʃed̪i,0.95,1.33,i,vowel,0.95,1.02,NA,NA,NA
Turkish,turkish,15916,15916_131,şu,ʃu,3.59,3.66,u,vowel,3.65,3.66,NA,NA,NA
Turkish,turkish,15916,15916_139,bir,biɾ,0.7,0.77,b,consonant,0.7,0.73,NA,NA,NA
Turkish,turkish,15916,15916_149,dondurmalı,d̪on̪d̪uɾmaɫɯ,0.1,0.73,a,vowel,0.63,0.66,NA,NA,NA
Turkish,turkish,15916,15916_149,olmuyor,oɫmujoɾ,2.02,2.47,o,vowel,2.43,2.46,NA,NA,NA
Turkish,turkish,15916,15916_153,biz,biz̪,9.36,9.52,z̪,consonant,9.49,9.52,NA,NA,NA
Turkish,turkish,15916,15916_154,salep,s̪aʎep,0.37,0.79,p,consonant,0.67,0.79,NA,NA,NA
Turkish,turkish,15916,15916_178,yollarda,joɫːaɾd̪a,1.28,1.79,j,consonant,1.28,1.32,NA,NA,NA
Turkish,turkish,15916,15916_184,balıkesir,baɫɯces̪iɾ,5.43,6.13,ɫ,consonant,5.61,5.68,NA,NA,NA
Turkish,turkish,15916,15916_186,tek,t̪ec,4.73,4.92,e,vowel,4.8,4.89,NA,NA,NA
Turkish,turkish,15916,15916_188,şey,ʃej,2.45,2.6,ʃ,consonant,2.45,2.5,NA,NA,NA
Turkish,turkish,15916,15916_194,abla,abɫa,2.1,2.4,b,consonant,2.16,2.26,NA,NA,NA
Turkish,turkish,15916,15916_200,bakıyorum,bakɯjoɾum,0.84,1.35,u,vowel,1.21,1.27,NA,NA,NA
Turkish,turkish,15916,15916_202,duyuyor,d̪ujujoɾ,0.1,0.4,u,vowel,0.25,0.28,NA,NA,NA
Turkish,turkish,15916,15916_202,diyorum,d̪ijoɾum,1.85,2.2,i,vowel,1.88,1.91,NA,NA,NA
Turkish,turkish,15916,15916_209,herkes,heɾces̪,0.1,0.43,e,vowel,0.36,0.4,NA,NA,NA
Turkish,turkish,15916,15916_24,zaten,z̪at̪en̪,2.47,2.67,n̪,consonant,2.59,2.67,NA,NA,NA
Turkish,turkish,15916,15916_46,benim,ben̪im,0.68,0.96,b,consonant,0.68,0.78,NA,NA,NA
Turkish,turkish,15916,15916_58,mi,mi,0.52,0.65,i,vowel,0.6,0.65,NA,NA,NA
Turkish,turkish,15916,15916_97,oluyor,oɫujoɾ,1.56,1.87,ɾ,consonant,1.86,1.87,NA,NA,NA
Turkish,turkish,22408,22408_103,ben,ben̪,1.11,1.4,b,consonant,1.11,1.22,NA,NA,NA
Turkish,turkish,22408,22408_127,biraz,biːɾaz̪,0.78,1.27,b,consonant,0.78,1.04,NA,NA,NA
Turkish,turkish,22408,22408_131,şimdi,ʃimd̪i,1.11,1.4,i,vowel,1.2,1.23,NA,NA,NA
Turkish,turkish,22408,22408_136,tamam,t̪amam,2.23,2.55,a,vowel,2.42,2.52,NA,NA,NA
Turkish,turkish,22408,22408_138,kapatıyorum,kapat̪ɯjoɾum,5.37,6.09,o,vowel,5.85,5.89,NA,NA,NA
Turkish,turkish,22408,22408_138,kapatıyorum,kapat̪ɯjoɾum,5.37,6.09,m,consonant,6.03,6.09,NA,NA,NA
Turkish,turkish,22408,22408_14,yakın,jakɯn̪,2.62,3.09,k,consonant,2.78,2.9,NA,NA,NA
Turkish,turkish,22408,22408_14,çalışıyorum,tʃaɫɯʃɯjoɾum,4.63,5.33,a,vowel,4.74,4.81,NA,NA,NA
Turkish,turkish,22408,22408_28,çöz,tʃøz̪,2.2,2.39,z̪,consonant,2.32,2.39,NA,NA,NA
Turkish,turkish,22408,22408_48,kulaklıktan,kuɫakɫɯkt̪an̪,0.6,1.24,ɯ,vowel,0.85,0.88,NA,NA,NA
Turkish,turkish,22408,22408_48,kulaklıktan,kuɫakɫɯkt̪an̪,0.6,1.24,a,vowel,1.08,1.15,NA,NA,NA
Turkish,turkish,22408,22408_56,lazım,ʎaːz̪ɯm,1.82,2.16,ɯ,vowel,2.04,2.07,NA,NA,NA
Turkish,turkish,22408,22408_56,de,d̪e,5.79,5.84,e,vowel,5.83,5.84,NA,NA,NA
Turkish,turkish,22408,22408_58,çok,tʃok,1.8,2.04,tʃ,consonant,1.8,1.89,NA,NA,NA
Turkish,turkish,22408,22408_60,gidelim,ɟid̪eʎim,4.12,4.43,ɟ,consonant,4.12,4.16,NA,NA,NA
Turkish,turkish,22408,22408_70,mart,maɾt̪,1.1,1.32,t̪,consonant,1.26,1.32,NA,NA,NA
Turkish,turkish,22408,22408_78,ama,ama,2.55,3.01,a,vowel,2.78,3.01,NA,NA,NA
Turkish,turkish,22408,22408_87,aysunlar,ajs̪un̪ɫaɾ,0.16,0.78,ɫ,consonant,0.62,0.66,NA,NA,NA
Turkish,turkish,22408,22408_87,aysunlar,ajs̪un̪ɫaɾ,0.16,0.78,a,vowel,0.66,0.75,NA,NA,NA
Turkish,turkish,22408,22408_97,bekliyorum,becʎijoɾum,3.57,4.01,ɾ,consonant,3.92,3.93,NA,NA,NA
Turkish,turkish,22509,22509_122,hafta,haft̪a,3.83,4.15,t̪,consonant,4.06,4.11,NA,NA,NA
Turkish,turkish,22509,22509_124,gitmiyorum,ɟit̪mijoɾum,5.05,5.75,i,vowel,5.08,5.13,NA,NA,NA
Turkish,turkish,22509,22509_131,coğrafyadan,dʒoːɾafjad̪an̪,0.68,1.25,a,vowel,1.07,1.1,NA,NA,NA
Turkish,turkish,22509,22509_141,evet,evet̪,0.54,1,v,consonant,0.69,0.75,NA,NA,NA
Turkish,turkish,22509,22509_147,yapardık,japaɾd̪ɯk,0.62,1.12,a,vowel,0.81,0.88,NA,NA,NA
Turkish,turkish,22509,22509_157,matematik,mat̪emat̪ic,1.8,2.37,a,vowel,1.84,1.95,NA,NA,NA
Turkish,turkish,22509,22509_165,yapıyorsun,japɯjoɾs̪un̪,0.61,0.89,ɾ,consonant,0.8,0.81,NA,NA,NA
Turkish,turkish,22509,22509_165,yapıyorsun,japɯjoɾs̪un̪,0.61,0.89,u,vowel,0.82,0.85,NA,NA,NA
Turkish,turkish,22509,22509_169,çözümü,tʃøz̪ymy,3.7,4.11,z̪,consonant,3.89,3.99,NA,NA,NA
Turkish,turkish,22509,22509_197,vardı,vaɾd̪ɯ,1.73,2.13,ɯ,vowel,2.09,2.13,NA,NA,NA
Turkish,turkish,22509,22509_22,başlamış,baʃɫamɯʃ,4.93,5.6,b,consonant,4.93,4.98,NA,NA,NA
Turkish,turkish,22509,22509_22,başlamış,baʃɫamɯʃ,4.93,5.6,ɫ,consonant,5.21,5.24,NA,NA,NA
Turkish,turkish,22509,22509_36,gelemedim,ɟeʎemed̪im,2.04,2.59,ʎ,consonant,2.18,2.2,NA,NA,NA
Turkish,turkish,22509,22509_47,oldu,oɫd̪u,3,3.26,d̪,consonant,3.19,3.23,NA,NA,NA
Turkish,turkish,22509,22509_68,evet,evet̪,0.11,0.4,e,vowel,0.11,0.25,NA,NA,NA
Turkish,turkish,22509,22509_72,bilgiye,biʎɟije,2.83,3.35,i,vowel,2.89,3.05,NA,NA,NA
Turkish,turkish,22509,22509_8,ben,ben̪,3.38,3.63,e,vowel,3.42,3.57,NA,NA,NA
Turkish,turkish,22509,22509_8,de,d̪e,3.63,3.69,d̪,consonant,3.63,3.66,NA,NA,NA
Turkish,turkish,22509,22509_88,yapacağız,japadʒaɯz̪,0.43,1.02,a,vowel,0.48,0.61,NA,NA,NA
Turkish,turkish,22509,22509_94,kalıyor,kaɫɯjoɾ,0.97,1.49,k,consonant,0.97,1.08,NA,NA,NA
Turkish,turkish,26350,26350_116,öyle,øjʎe,1.23,1.5,e,vowel,1.44,1.5,NA,NA,NA
Turkish,turkish,26350,26350_116,çıkamıyorum,tʃɯkamɯjoɾum,3.71,4.34,k,consonant,3.79,3.89,NA,NA,NA
Turkish,turkish,26350,26350_120,ediyor,ed̪ijoɾ,2.16,2.52,e,vowel,2.16,2.25,NA,NA,NA
Turkish,turkish,26350,26350_120,ediyor,ed̪ijoɾ,2.16,2.52,o,vowel,2.46,2.51,NA,NA,NA
Turkish,turkish,26350,26350_120,onunla,on̪un̪ɫa,8.97,9.31,u,vowel,9.08,9.15,NA,NA,NA
Turkish,turkish,26350,26350_122,şey,ʃej,0.68,0.89,e,vowel,0.74,0.77,NA,NA,NA
Turkish,turkish,26350,26350_132,oluyor,oɫujoɾ,2.15,2.36,u,vowel,2.25,2.28,NA,NA,NA
Turkish,turkish,26350,26350_14,yani,jaːn̪i,7.58,7.87,n̪,consonant,7.78,7.85,NA,NA,NA
Turkish,turkish,26350,26350_157,tembih,t̪embih,9.85,10.16,h,consonant,10.15,10.16,NA,NA,NA
Turkish,turkish,26350,26350_18,konularla,kon̪uɫaɾɫa,4.88,5.42,ɾ,consonant,5.26,5.3,NA,NA,NA
Turkish,turkish,26350,26350_26,geldi,ɟeʎd̪i,1.87,2.12,d̪,consonant,2,2.08,NA,NA,NA
Turkish,turkish,26350,26350_36,almış,aɫmɯʃ,4.92,5.29,ʃ,consonant,5.19,5.29,NA,NA,NA
Turkish,turkish,26350,26350_36,da,d̪a,6.66,6.78,a,vowel,6.72,6.78,NA,NA,NA
Turkish,turkish,26350,26350_50,artık,aɾt̪ɯk,0.1,0.41,k,consonant,0.35,0.41,NA,NA,NA
Turkish,turkish,26350,26350_50,şansına,ʃan̪s̪ɯn̪a,0.73,1.31,ɯ,vowel,1.1,1.12,NA,NA,NA
Turkish,turkish,26350,26350_53,parayı,paɾajɯ,7.82,8.06,a,vowel,7.86,7.92,NA,NA,NA
Turkish,turkish,26350,26350_6,teşekkürler,t̪eʃecːyɾʎeɾ,0.58,1.18,ʃ,consonant,0.68,0.77,NA,NA,NA
Turkish,turkish,26350,26350_68,azından,az̪ɯn̪d̪an̪,5.93,6.19,a,vowel,5.93,5.98,NA,NA,NA
Turkish,turkish,26350,26350_71,indirmeye,in̪d̪iɾmeje,3.74,4.16,n̪,consonant,3.81,3.88,NA,NA,NA
Turkish,turkish,26350,26350_84,grup,ɡɾup,2.71,3.47,ɡ,consonant,2.71,2.79,NA,NA,NA
Turkish,turkish,29168,29168_109,allah,aɫːah,1.22,1.53,a,vowel,1.22,1.3,NA,NA,NA
Turkish,turkish,29168,29168_13,oturuyorum,ot̪uɾujoɾum,0.69,1.18,u,vowel,0.92,0.95,NA,NA,NA
Turkish,turkish,29168,29168_133,musun,mus̪un̪,2.44,2.58,m,consonant,2.44,2.45,NA,NA,NA
Turkish,turkish,29168,29168_153,oraya,oɾaja,3.21,3.44,ɾ,consonant,3.29,3.3,NA,NA,NA
Turkish,turkish,29168,29168_161,hava,hava,1.61,2.01,a,vowel,1.88,2.01,NA,NA,NA
Turkish,turkish,29168,29168_161,soğuk,s̪oːk,2.05,2.33,s̪,consonant,2.05,2.1,NA,NA,NA
Turkish,turkish,29168,29168_175,şeyde,ʃejd̪e,2.14,2.52,j,consonant,2.41,2.48,NA,NA,NA
Turkish,turkish,29168,29168_181,zaten,z̪at̪en̪,2.86,3.21,e,vowel,3.08,3.15,NA,NA,NA
Turkish,turkish,29168,29168_19,senin,s̪en̪in̪,0.71,0.88,i,vowel,0.82,0.85,NA,NA,NA
Turkish,turkish,29168,29168_193,için,itʃin̪,4.46,4.7,tʃ,consonant,4.54,4.62,NA,NA,NA
Turkish,turkish,29168,29168_203,ben,ben̪,5.24,5.41,b,consonant,5.24,5.28,NA,NA,NA
Turkish,turkish,29168,29168_239,atlet,at̪ʎet̪,0.22,0.68,e,vowel,0.5,0.59,NA,NA,NA
Turkish,turkish,29168,29168_29,bihterler,biht̪eɾʎeɾ,3.63,4.13,ʎ,consonant,3.91,4.01,NA,NA,NA
Turkish,turkish,29168,29168_53,caner,dʒan̪eɾ,0.31,0.5,a,vowel,0.37,0.43,NA,NA,NA
Turkish,turkish,29168,29168_57,falan,faɫan̪,7.83,8.02,n̪,consonant,7.96,8.02,NA,NA,NA
Turkish,turkish,29168,29168_69,bugün,buɟyn̪,7.47,7.72,u,vowel,7.52,7.58,NA,NA,NA
Turkish,turkish,29168,29168_69,ulaşamadım,uɫaʃamad̪ɯm,8.55,9.37,u,vowel,8.55,8.68,NA,NA,NA
Turkish,turkish,29168,29168_77,yoldayım,joɫd̪ajɯm,4.26,4.72,ɯ,vowel,4.65,4.67,NA,NA,NA
Turkish,turkish,29168,29168_85,bilmiyorum,biʎmijoɾum,4.69,5.33,b,consonant,4.69,4.74,NA,NA,NA
Turkish,turkish,29168,29168_87,doktor,d̪okt̪oɾ,0.1,0.53,t̪,consonant,0.34,0.4,NA,NA,NA
Turkish,turkish,29302,29302_108,birisi,biɾis̪i,0.58,0.91,ɾ,consonant,0.7,0.71,NA,NA,NA
Turkish,turkish,29302,29302_119,konuşmak,kon̪uʃmak,0.27,0.69,o,vowel,0.28,0.31,NA,NA,NA
Turkish,turkish,29302,29302_119,mustafa,mus̪t̪afa,1.22,1.78,t̪,consonant,1.4,1.44,NA,NA,NA
Turkish,turkish,29302,29302_135,konuşuyorsun,kon̪uʃujoɾs̪un̪,0.46,1.07,o,vowel,0.49,0.58,NA,NA,NA
Turkish,turkish,29302,29302_143,insanlar,in̪s̪an̪ɫaɾ,8.06,8.8,n̪,consonant,8.22,8.27,NA,NA,NA
Turkish,turkish,29302,29302_145,etmişimdir,et̪miʃimd̪iɾ,1.08,1.69,i,vowel,1.27,1.32,NA,NA,NA
Turkish,turkish,29302,29302_16,rahat,ɾahat̪,0.93,1.34,a,vowel,0.94,1.09,NA,NA,NA
Turkish,turkish,29302,29302_165,telefondan,t̪eʎefon̪d̪an̪,1.05,1.94,e,vowel,1.2,1.27,NA,NA,NA
Turkish,turkish,29302,29302_167,onun,on̪un̪,3.42,3.65,o,vowel,3.42,3.54,NA,NA,NA
Turkish,turkish,29302,29302_174,eskiden,es̪cid̪en̪,1.61,2.26,e,vowel,1.99,2.04,NA,NA,NA
Turkish,turkish,29302,29302_178,dokuz,d̪okuz̪,7.35,7.73,d̪,consonant,7.35,7.39,NA,NA,NA
Turkish,turkish,29302,29302_180,evliliği,evʎiʎiː,3.3,3.88,iː,vowel,3.87,3.88,NA,NA,NA
Turkish,turkish,29302,29302_186,bağlamıştır,baːɫamɯʃt̪ɯɾ,4.81,5.67,ʃ,consonant,5.28,5.41,NA,NA,NA
Turkish,turkish,29302,29302_194,vardır,vaɾd̪ɯɾ,7.89,8.38,ɾ,consonant,8.01,8.09,NA,NA,NA
Turkish,turkish,29302,29302_23,şarja,ʃaɾʒa,1.01,1.5,a,vowel,1.18,1.3,NA,NA,NA
Turkish,turkish,29302,29302_23,şarja,ʃaɾʒa,1.01,1.5,ʒ,consonant,1.31,1.37,NA,NA,NA
Turkish,turkish,29302,29302_71,anladım,an̪ɫad̪ɯm,6.48,6.95,ɫ,consonant,6.69,6.73,NA,NA,NA
Turkish,turkish,29302,29302_88,geliyor,ɟeʎijoɾ,0.32,0.55,i,vowel,0.42,0.45,NA,NA,NA
Turkish,turkish,29302,29302_88,geliyor,ɟeʎijoɾ,0.55,1.02,ɟ,consonant,0.55,0.63,NA,NA,NA
Turkish,turkish,29302,29302_88,geliyor,ɟeʎijoɾ,0.55,1.02,ɾ,consonant,0.99,1.02,NA,NA,NA
Turkish,turkish,30554,30554_108,bilardo,biɫaɾd̪o,1.02,1.48,o,vowel,1.44,1.48,NA,NA,NA
Turkish,turkish,30554,30554_108,oynayacakmış,ojn̪ajadʒakmɯʃ,1.57,2.24,m,consonant,1.94,2.07,NA,NA,NA
Turkish,turkish,30554,30554_126,geçmişsin,ɟetʃmiʃs̪in̪,0.75,1.37,ʃ,consonant,1.12,1.16,NA,NA,NA
Turkish,turkish,30554,30554_146,faydalanırsın,fajd̪aɫan̪ɯɾs̪ɯn̪,6.2,6.98,a,vowel,6.46,6.51,NA,NA,NA
Turkish,turkish,30554,30554_154,fırsatları,fɯɾs̪at̪ɫaɾɯ,1.33,2.06,ɾ,consonant,2,2.01,NA,NA,NA
Turkish,turkish,30554,30554_168,için,itʃin̪,1.97,2.19,n̪,consonant,2.15,2.19,NA,NA,NA
Turkish,turkish,30554,30554_170,ne,n̪e,0.09,0.19,e,vowel,0.17,0.19,NA,NA,NA
Turkish,turkish,30554,30554_174,korumuyorsun,koɾumujoɾs̪un̪,0.83,1.41,s̪,consonant,1.28,1.34,NA,NA,NA
Turkish,turkish,30554,30554_184,i̇stanbul,is̪t̪an̪buɫ,1.98,2.51,u,vowel,2.4,2.43,NA,NA,NA
Turkish,turkish,30554,30554_186,yani,jaːn̪i,3.2,3.59,i,vowel,3.58,3.59,NA,NA,NA
Turkish,turkish,30554,30554_186,gelecekmiş,ɟeʎidʒecmiʃ,4.49,4.99,i,vowel,4.88,4.94,NA,NA,NA
Turkish,turkish,30554,30554_204,ben,ben̪,2.04,2.3,n̪,consonant,2.24,2.3,NA,NA,NA
Turkish,turkish,30554,30554_22,de,d̪e,0.99,1.11,e,vowel,1.05,1.11,NA,NA,NA
Turkish,turkish,30554,30554_221,mu,mu,1.69,1.8,m,consonant,1.69,1.76,NA,NA,NA
Turkish,turkish,30554,30554_243,yok,jok,0.97,1.53,k,consonant,1.11,1.53,NA,NA,NA
Turkish,turkish,30554,30554_243,musun,mus̪un̪,3.73,3.92,u,vowel,3.86,3.89,NA,NA,NA
Turkish,turkish,30554,30554_30,hepsinden,heps̪in̪d̪en̪,1.28,1.75,e,vowel,1.31,1.38,NA,NA,NA
Turkish,turkish,30554,30554_40,istiyormuşsun,is̪t̪ijoɾmuʃs̪un̪,0.82,1.38,u,vowel,1.26,1.3,NA,NA,NA
Turkish,turkish,30554,30554_42,da,d̪a,2.01,2.08,d̪,consonant,2.01,2.05,NA,NA,NA
Turkish,turkish,30554,30554_56,akşamı,akʃamɯ,1.12,1.54,m,consonant,1.48,1.53,NA,NA,NA
Turkish,turkish,32642,32642_104,herhal,heɾhaɫ,6.64,7.01,ɾ,consonant,6.71,6.74,NA,NA,NA
Turkish,turkish,32642,32642_151,anlatmadı,an̪ɫat̪mad̪ɯ,0.25,0.8,ɯ,vowel,0.78,0.8,NA,NA,NA
Turkish,turkish,32642,32642_151,şeyi,ʃeji,6.7,7.02,ʃ,consonant,6.7,6.83,NA,NA,NA
Turkish,turkish,32642,32642_151,getiremedi,ɟet̪iɾemed̪i,8.6,9.37,m,consonant,9,9.09,NA,NA,NA
Turkish,turkish,32642,32642_160,yoktur,jokt̪uɾ,5.18,5.55,ɾ,consonant,5.54,5.55,NA,NA,NA
Turkish,turkish,32642,32642_164,yaramaz,jaɾamaz̪,0.61,0.98,j,consonant,0.61,0.67,NA,NA,NA
Turkish,turkish,32642,32642_186,nurgül,n̪uɾɟyʎ,2.26,2.74,u,vowel,2.37,2.45,NA,NA,NA
Turkish,turkish,32642,32642_192,yani,jaːn̪i,1.43,1.84,aː,vowel,1.56,1.6,NA,NA,NA
Turkish,turkish,32642,32642_20,yemek,jemec,0.7,1.09,e,vowel,0.77,0.8,NA,NA,NA
Turkish,turkish,32642,32642_202,bırakıp,bɯɾakɯp,0.97,1.41,ɯ,vowel,1.25,1.29,NA,NA,NA
Turkish,turkish,32642,32642_202,olmaz,oɫmaz̪,1.7,2.12,z̪,consonant,2.09,2.12,NA,NA,NA
Turkish,turkish,32642,32642_210,günü,ɟyn̪y,5.2,5.39,ɟ,consonant,5.2,5.24,NA,NA,NA
Turkish,turkish,32642,32642_24,misafir,mis̪aːfiɾ,0.1,0.63,aː,vowel,0.34,0.42,NA,NA,NA
Turkish,turkish,32642,32642_50,şey,ʃej,1.89,2.19,ʃ,consonant,1.89,2.11,NA,NA,NA
Turkish,turkish,32642,32642_60,biniyoruz,bin̪ijoɾuz̪,0.87,1.46,i,vowel,1.09,1.12,NA,NA,NA
Turkish,turkish,32642,32642_64,yok,jok,0.1,0.32,k,consonant,0.28,0.32,NA,NA,NA
Turkish,turkish,32642,32642_70,arabayı,aɾabajɯ,0.06,0.5,a,vowel,0.23,0.3,NA,NA,NA
Turkish,turkish,32642,32642_70,yapayım,japajɯm,0.66,1.12,j,consonant,0.96,1.01,NA,NA,NA
Turkish,turkish,32642,32642_80,yaptıracağım,japt̪ɯɾadʒaːm,0.4,1.24,a,vowel,0.82,0.92,NA,NA,NA
Turkish,turkish,32642,32642_80,da,d̪a,1.24,1.45,a,vowel,1.28,1.45,NA,NA,NA
Turkish,turkish,36561,36561_108,minibüs,min̪ibys̪,0.1,0.58,i,vowel,0.24,0.27,NA,NA,NA
Turkish,turkish,36561,36561_110,gülay'ı,ɟyʎajɯ,0.1,0.28,y,vowel,0.13,0.16,NA,NA,NA
Turkish,turkish,36561,36561_116,evden,evd̪en̪,2.92,3.39,n̪,consonant,3.28,3.39,NA,NA,NA
Turkish,turkish,36561,36561_124,mı,mɯ,6.23,6.3,ɯ,vowel,6.29,6.3,NA,NA,NA
Turkish,turkish,36561,36561_152,şubatın,ʃubat̪ɯn̪,0.52,1.07,ʃ,consonant,0.52,0.66,NA,NA,NA
Turkish,turkish,36561,36561_152,hafta,haft̪a,2.63,2.92,h,consonant,2.63,2.69,NA,NA,NA
Turkish,turkish,36561,36561_152,değil,d̪eiʎ,2.92,3.1,i,vowel,2.98,3.08,NA,NA,NA
Turkish,turkish,36561,36561_164,diyecek,d̪iːdʒec,3.79,3.97,iː,vowel,3.84,3.85,NA,NA,NA
Turkish,turkish,36561,36561_165,düşünme,d̪yʃyn̪me,0.1,0.57,d̪,consonant,0.1,0.17,NA,NA,NA
Turkish,turkish,36561,36561_165,ver,veɾ,0.87,0.96,v,consonant,0.87,0.89,NA,NA,NA
Turkish,turkish,36561,36561_18,sen,s̪en̪,0.31,0.47,s̪,consonant,0.31,0.34,NA,NA,NA
Turkish,turkish,36561,36561_191,çekiyorum,tʃecijoɾum,0.48,0.88,ɾ,consonant,0.77,0.78,NA,NA,NA
Turkish,turkish,36561,36561_192,düşünsene,d̪yʃyn̪s̪en̪e,4.43,4.89,y,vowel,4.65,4.68,NA,NA,NA
Turkish,turkish,36561,36561_199,söylemişsin,s̪øjʎemiʃs̪in̪,3.14,3.89,s̪,consonant,3.14,3.25,NA,NA,NA
Turkish,turkish,36561,36561_216,sen,s̪en̪,2.05,2.28,e,vowel,2.08,2.12,NA,NA,NA
Turkish,turkish,36561,36561_22,iyiydi,ijijd̪i,1.45,1.78,d̪,consonant,1.62,1.71,NA,NA,NA
Turkish,turkish,36561,36561_232,atacağım,at̪ɯdʒaːm,10.1,10.54,a,vowel,10.1,10.18,NA,NA,NA
Turkish,turkish,36561,36561_72,ne,n̪e,0.1,0.31,e,vowel,0.21,0.31,NA,NA,NA
Turkish,turkish,36561,36561_82,evde,evd̪e,0.43,0.64,d̪,consonant,0.56,0.59,NA,NA,NA
