language,folder,speaker,file,word,word_trs,word_start,word_end,phone,segment_type,phone_start,phone_end,phone_alignment,phone_quality,comment
Taiwan Mandarin,taiwanese_mandarin,mn_tw_11,mn_tw_11_rs,shang4,shang,15.5507,15.8507,ng,consonant,15.7507,15.8507,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_11,mn_tw_11_rs,de5,de,49.0215,49.1515,e,vowel,49.0815,49.1515,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_11,mn_tw_11_rs,jian3qing1,jyanqing,83.3629,83.8029,q,consonant,83.5829,83.6929,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_11,mn_tw_11_rs,rang4,rang,121.5119,121.7419,a,vowel,121.6119,121.6419,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_11,mn_tw_11_rs,deng1shan1,dengshan,128.7868,129.1568,sh,consonant,128.9668,129.0368,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_11,mn_tw_11_rs,ping2jing4,pingjing,131.4368,131.9368,i,vowel,131.7968,131.8568,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_11,mn_tw_11_rs,de5,de,188.9665,189.1165,d,consonant,188.9665,189.0365,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_11,mn_tw_11_rs,you3,you,207.752,207.842,ou,vowel,207.802,207.842,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_11,mn_tw_11_rs,shi2,shii,224.5634,224.7334,sh,consonant,224.5634,224.6934,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_11,mn_tw_11_rs,yi1ju3,ijv,224.9334,225.2034,j,consonant,225.0234,225.1434,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_11,mn_tw_11_rs,ni3,ni,249.1831,249.3031,i,vowel,249.2331,249.3031,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_11,mn_tw_11_rs,de5,de,250.9231,251.0331,e,vowel,250.9931,251.0331,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_11,mn_tw_11_rs,shi4,shii,300.6464,300.8664,sh,consonant,300.6464,300.7564,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_11,mn_tw_11_rs,an1quan2,anquean,337.6914,338.0614,a,vowel,337.9814,338.0114,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_11,mn_tw_11_rs,hua1qian2,hwaqyan,341.4714,341.7914,q,consonant,341.5814,341.6714,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_11,mn_tw_11_ss,wo3,wo,32.9196,33.0596,o,vowel,33.0296,33.0596,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_11,mn_tw_11_ss,ren2,ren,47.4835,47.5735,n,consonant,47.5435,47.5735,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_11,mn_tw_11_ss,bu4,bu,48.1135,48.2735,u,vowel,48.1935,48.2735,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_11,mn_tw_11_ss,de5,de,93.3483,93.5183,e,vowel,93.3783,93.5183,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_11,mn_tw_11_ss,zui4,zwei,141.3138,141.4638,w,consonant,141.4038,141.4338,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_14,mn_tw_14_rs,huo4che1,hwoche,46.6623,46.8123,w,consonant,46.6923,46.7223,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_14,mn_tw_14_rs,gong1zuo4,gongzwo,104.0512,104.3912,ng,consonant,104.1812,104.2412,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_14,mn_tw_14_rs,da1pei4,dapei,118.7314,119.1614,ei,vowel,119.0314,119.1614,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_14,mn_tw_14_rs,dai4qu4,daiqv,120.2114,120.6114,v,vowel,120.5814,120.6114,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_14,mn_tw_14_rs,yao4yong4,yaoyong,161.3883,161.5783,o,vowel,161.4783,161.5183,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_14,mn_tw_14_rs,kai1xin1,kaixin,184.1154,184.5654,i,vowel,184.3654,184.4154,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_14,mn_tw_14_rs,xuan3ze2,xueanze,221.4294,221.89940000000001,ue,consonant,221.5494,221.6094,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_14,mn_tw_14_rs,ye3,ye,244.3349,244.4249,y,consonant,244.3349,244.3949,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_14,mn_tw_14_rs,de5,de,362.8599,362.9399,d,consonant,362.8599,362.8899,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_14,mn_tw_14_rs,a5,a,366.0433,366.2333,a,vowel,366.0433,366.2333,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_14,mn_tw_14_rs,de5,de,383.7047,383.8147,d,consonant,383.7047,383.7747,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_14,mn_tw_14_rs,mei2you3,meiyou,420.5389,420.7089,ou,vowel,420.6589,420.7089,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_14,mn_tw_14_rs,jiu4shi4,jyushii,436.2867,436.6567,u,vowel,436.3467,436.3867,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_14,mn_tw_14_rs,zi4ji3,ziiji,437.1733,437.5033,j,consonant,437.3433,437.4333,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_14,mn_tw_14_ss,neng2gou4,nenggou,54.1307,54.4507,n,consonant,54.1307,54.1607,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_14,mn_tw_14_ss,ni3,ni,78.573,78.813,n,consonant,78.573,78.663,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_14,mn_tw_14_ss,mei3tian1,meityan,99.698,100.038,a,vowel,99.978,100.008,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_14,mn_tw_14_ss,chu4fang1,chufang,133.6753,134.1153,a,vowel,133.9553,134.0553,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_14,mn_tw_14_ss,ben3shen1,benshen,134.4053,134.8353,e,vowel,134.4653,134.5053,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_14,mn_tw_14_ss,yun4dong4,vndong,219.9078,220.2878,ng,consonant,220.2278,220.2878,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_22,mn_tw_22_rs,yi1,i,9.7757,10.0157,i,vowel,9.7757,10.0157,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_22,mn_tw_22_rs,huo2dong4,hwodong,156.1217,156.6217,o,vowel,156.4417,156.5617,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_22,mn_tw_22_rs,jiang4di1,jyangdi,179.821,180.501,d,consonant,180.121,180.221,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_22,mn_tw_22_rs,ni3,ni,209.0139,209.1739,n,consonant,209.0139,209.0739,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_22,mn_tw_22_rs,bing4,bing,213.9394,214.14940000000001,i,vowel,213.9694,214.0294,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_22,mn_tw_22_rs,rang4,rang,236.0157,236.3957,r,consonant,236.0157,236.1757,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_22,mn_tw_22_rs,fen1xin1,fenxin,243.027,243.757,i,vowel,243.537,243.627,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_22,mn_tw_22_rs,ye3,ye,249.3453,249.6353,e,vowel,249.6053,249.6353,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_22,mn_tw_22_rs,sui1ran2,sweiran,269.1898,269.7598,a,vowel,269.5198,269.5998,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_22,mn_tw_22_rs,ping2tan3,pingtan,342.0336,342.6236,i,vowel,342.1436,342.2036,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_22,mn_tw_22_rs,xu1yao4,xvyao,394.7399,395.3599,ao,vowel,395.1399,395.3599,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_22,mn_tw_22_rs,shuo1di4,shwodi,511.6182,512.2182,w,consonant,511.7382,511.8482,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_22,mn_tw_22_rs,ren2,ren,520.1965,520.5465,r,consonant,520.1965,520.2865,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_22,mn_tw_22_rs,ren2,ren,520.1965,520.5465,e,vowel,520.2865,520.3965,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_22,mn_tw_22_rs,zhi1jian1,zhiijyan,521.1465,521.7865,j,consonant,521.4565,521.5265,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_22,mn_tw_22_rs,shi2guang1,shiigwang,534.2494,535.0194,a,vowel,534.7694,534.8394,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_22,mn_tw_22_rs,de5,de,623.9912,624.1412,d,consonant,623.9912,624.0412,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_22,mn_tw_22_ss,chang2da4,changda,121.3896,121.8296,d,consonant,121.6296,121.6796,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_22,mn_tw_22_ss,ta1men5,tamen,122.9696,123.7596,t,consonant,122.9696,123.0696,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_22,mn_tw_22_ss,can1jia1,canjya,252.605,253.235,n,consonant,252.825,252.975,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_23,mn_tw_23_rs,chu2fei1,chufei,13.1721,13.6821,f,consonant,13.4821,13.5421,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_23,mn_tw_23_rs,suan4,swan,18.7949,19.0449,a,vowel,18.9249,18.9849,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_23,mn_tw_23_rs,zeng1jia1,zengjya,55.042,55.452,y,consonant,55.292,55.332,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_23,mn_tw_23_rs,rou2ruan3,rourwan,66.0572,66.4772,a,vowel,66.3472,66.3772,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_23,mn_tw_23_rs,ren2,ren,71.0305,71.3005,e,vowel,71.1305,71.2005,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_23,mn_tw_23_rs,xie2zhu4,xyezhu,93.1585,93.5785,y,consonant,93.2985,93.3585,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_23,mn_tw_23_rs,hao3chu4,haochu,152.4689,152.9489,u,vowel,152.8389,152.9489,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_23,mn_tw_23_rs,deng1shan1,dengshan,167.8376,168.2476,e,vowel,167.9276,167.9576,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_23,mn_tw_23_rs,di4mian4,dimyan,191.2933,191.6033,i,vowel,191.3633,191.4133,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_23,mn_tw_23_rs,shen1ti3,shenti,227.494,227.644,sh,consonant,227.494,227.524,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_23,mn_tw_23_rs,xiao3xin1,xyaoxin,252.7691,253.1191,x,consonant,252.9391,253.0091,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_23,mn_tw_23_rs,hao3shi2,haoshii,285.8139,286.1239,ao,vowel,285.8439,285.9139,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_23,mn_tw_23_rs,bu4hui4,buhwei,319.0208,319.3008,b,consonant,319.0208,319.0708,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_23,mn_tw_23_ss,dian3,dyan,27.0831,27.3131,n,consonant,27.2731,27.3131,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_23,mn_tw_23_ss,jiu4shi4,jyushii,113.5107,113.8907,ii,vowel,113.8107,113.8907,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_23,mn_tw_23_ss,shun4xu4,shwenxv,134.2072,134.5972,e,vowel,134.3472,134.3972,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_23,mn_tw_23_ss,suo3yi3,swoi,175.9799,176.2799,w,consonant,176.0699,176.1099,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_23,mn_tw_23_ss,tong1chang2,tongchang,263.8078,264.2978,ch,consonant,264.0578,264.1278,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_23,mn_tw_23_ss,ran2hou4,ranhou,275.6514,275.9814,ou,vowel,275.8814,275.9814,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_23,mn_tw_23_ss,dian3,dyan,287.747,288.007,n,consonant,287.927,288.007,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_25,mn_tw_25_rs,xiu1xian2,xyuxyan,6.0012,6.4412,a,vowel,6.3612,6.3912,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_25,mn_tw_25_rs,xin1li3,xinli,10.3838,10.8938,i,vowel,10.7938,10.8938,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_25,mn_tw_25_rs,ke3yi3,kei,32.1956,32.4456,e,vowel,32.2656,32.3456,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_25,mn_tw_25_rs,feng1xian3,fengxyan,36.4756,36.8256,e,vowel,36.5256,36.6056,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_25,mn_tw_25_rs,zheng4,zheng,128.7278,128.9978,ng,consonant,128.8778,128.9978,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_25,mn_tw_25_rs,zheng4,zheng,158.4017,158.6717,ng,consonant,158.5617,158.6717,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_25,mn_tw_25_rs,ping2tan3,pingtan,201.0982,201.4982,p,consonant,201.0982,201.1682,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_25,mn_tw_25_rs,gan3,gan,224.4101,224.5901,a,vowel,224.4701,224.5201,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_25,mn_tw_25_rs,zheng4man4,zhengman,229.7778,230.1678,ng,consonant,229.9178,230.0078,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_25,mn_tw_25_rs,xun4lian4,xvnlyan,249.549,249.979,x,consonant,249.549,249.699,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_25,mn_tw_25_rs,wan2cheng2,wancheng,252.0379,252.4179,a,vowel,252.0979,252.1579,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_25,mn_tw_25_rs,lian2xu4,lyanxv,253.3079,253.8379,y,consonant,253.3779,253.4479,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_25,mn_tw_25_rs,wei4,wei,316.7398,317.0698,w,consonant,316.7398,316.8798,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_25,mn_tw_25_rs,deng1shan1,dengshan,349.512,349.972,ng,consonant,349.642,349.742,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_25,mn_tw_25_rs,ke3neng2,keneng,367.7794,368.0394,e,vowel,367.9694,367.9994,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_25,mn_tw_25_rs,shan1you3,shanyou,372.3374,372.7674,sh,consonant,372.3374,372.4674,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_25,mn_tw_25_rs,de5,de,385.3543,385.5043,e,vowel,385.4043,385.5043,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_25,mn_tw_25_ss,chi1dian3,chiidyan,67.0909,67.5409,a,vowel,67.4309,67.4709,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_25,mn_tw_25_ss,dong1xi1,dongxi,82.3353,82.9053,x,consonant,82.6053,82.7253,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_25,mn_tw_25_ss,yi1xie1,ixye,279.5613,279.9913,e,vowel,279.9313,279.9913,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_29,mn_tw_29_rs,tan2,tan,20.9579,21.1579,n,consonant,21.0479,21.1579,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_29,mn_tw_29_rs,deng1shan1,dengshan,70.4241,70.9541,a,vowel,70.7041,70.8541,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_29,mn_tw_29_rs,deng1shan1,dengshan,128.6733,129.0633,sh,consonant,128.8333,128.8933,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_29,mn_tw_29_rs,cheng2you3,chengyou,161.2285,161.6585,e,vowel,161.3485,161.4085,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_29,mn_tw_29_rs,jin4jiao1,jinjyao,172.4777,172.9277,n,consonant,172.6377,172.7177,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_29,mn_tw_29_rs,zhe4xie1,zhexye,214.4325,214.7025,e,vowel,214.4625,214.5125,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_29,mn_tw_29_rs,de5,de,215.3225,215.5025,d,consonant,215.3225,215.3925,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_29,mn_tw_29_rs,wei4zhi4,weizhii,224.5425,224.9425,w,consonant,224.5425,224.6425,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_29,mn_tw_29_rs,mao1mi1,maomi,274.4781,275.0281,m,consonant,274.4781,274.5981,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_29,mn_tw_29_rs,yi4shi4,ishii,284.6888,285.1188,i,vowel,284.6888,284.8988,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_29,mn_tw_29_rs,xia4ri4,xyarii,309.9713,310.5013,y,consonant,310.1313,310.1613,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_29,mn_tw_29_rs,quan2yi4,queani,345.4207,345.8407,i,vowel,345.6707,345.8407,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_29,mn_tw_29_rs,zhong4yao4,zhongyao,357.0861,357.4861,ao,vowel,357.3461,357.4861,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_29,mn_tw_29_ss,da4zhong4,dazhong,27.3275,27.6975,o,vowel,27.6275,27.6675,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_29,mn_tw_29_ss,zhe4xie1,zhexye,70.884,71.244,e,vowel,70.914,70.944,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_29,mn_tw_29_ss,hua4hua4,hwahwa,79.0156,79.6756,a,vowel,79.1356,79.2756,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_29,mn_tw_29_ss,zuo4guo4,zwogwo,107.4792,107.9292,w,consonant,107.7992,107.8392,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_29,mn_tw_29_ss,na4,na,119.7125,119.9625,n,consonant,119.7125,119.8025,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_29,mn_tw_29_ss,xiao3shi4,xyaoshii,150.2313,150.7113,ao,vowel,150.3813,150.4913,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_29,mn_tw_29_ss,shi2hou4,shiihou,183.2412,183.6712,h,consonant,183.4512,183.5612,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_30,mn_tw_30_rs,duan4,dwan,16.9823,17.2623,d,consonant,16.9823,17.0423,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_30,mn_tw_30_rs,ti2sheng1,tisheng,48.6324,48.9624,i,vowel,48.6724,48.7024,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_30,mn_tw_30_rs,shi3yong4,shiiyong,316.3557,316.7457,y,consonant,316.5557,316.6157,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_30,mn_tw_30_rs,tou4guo4,tougwo,352.4742,352.9142,ou,vowel,352.5842,352.6842,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_30,mn_tw_30_rs,xi2guan4,xigwan,373.8014,374.3514,i,vowel,373.9414,374.0814,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_30,mn_tw_30_rs,ming2mei4,mingmei,392.0913,392.4613,i,vowel,392.1813,392.2413,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_30,mn_tw_30_rs,shi2guang1,shiigwang,429.86130000000003,430.2813,ii,vowel,430.0213,430.0813,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_30,mn_tw_30_ss,yi1ban1,iban,69.4475,69.7275,i,vowel,69.4475,69.5275,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_30,mn_tw_30_ss,bao1zi5,baozii,74.9798,75.2698,ao,vowel,75.0698,75.1698,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_30,mn_tw_30_ss,hui4,hwei,99.1528,99.3228,h,consonant,99.1528,99.2128,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_30,mn_tw_30_ss,kan4,kan,117.7921,117.9921,k,consonant,117.7921,117.8721,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_30,mn_tw_30_ss,jiu4shi4,jyushii,148.9285,149.3585,y,consonant,148.9785,149.0185,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_30,mn_tw_30_ss,tang2,tang,165.902,166.002,t,consonant,165.902,165.932,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_30,mn_tw_30_ss,ming2tian1,mingtyan,210.428,210.808,n,consonant,210.768,210.808,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_30,mn_tw_30_ss,tian1hui4,tyanhwei,213.098,213.358,t,consonant,213.098,213.158,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_30,mn_tw_30_ss,gong1zuo4,gongzwo,222.1645,222.5145,g,consonant,222.1645,222.2245,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_30,mn_tw_30_ss,shi2hou4,shiihou,256.5884,256.8784,ou,vowel,256.7984,256.8784,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_30,mn_tw_30_ss,yin1wei4,inwei,271.9607,272.1507,i,vowel,271.9607,272.0207,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_30,mn_tw_30_ss,mei2you3,meiyou,282.5771,282.7771,y,consonant,282.6771,282.7071,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_30,mn_tw_30_ss,du1,du,316.9601,317.0601,u,vowel,317.0201,317.0601,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_38,mn_tw_38_rs,hui4,hwei,50.3283,50.5083,ei,vowel,50.4583,50.5083,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_38,mn_tw_38_rs,guan4yong4,gwanyong,81.4514,81.9014,a,vowel,81.5514,81.6014,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_38,mn_tw_38_rs,mian4dui4,myandwei,135.06,135.41,d,consonant,135.27,135.35,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_38,mn_tw_38_rs,ni3,ni,152.2312,152.4112,i,vowel,152.3012,152.4112,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_38,mn_tw_38_rs,ji1,ji,153.2712,153.6612,i,vowel,153.3912,153.6612,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_38,mn_tw_38_rs,shan1ke4,shanke,218.6686,219.3386,k,consonant,218.9986,219.1086,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_38,mn_tw_38_rs,gan3ji2,ganji,222.7284,223.2384,g,consonant,222.7284,222.7884,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_38,mn_tw_38_rs,qi2jiao3,qijyao,230.7374,231.0574,q,consonant,230.7374,230.8074,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_38,mn_tw_38_rs,man4de2,mande,267.7962,268.0662,n,consonant,267.8962,267.9762,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_38,mn_tw_38_rs,bu4tong2,butong,272.8122,273.1222,u,vowel,272.8822,272.9422,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_38,mn_tw_38_rs,le5jie3,lejye,288.0949,288.4849,e,vowel,288.4549,288.4849,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_38,mn_tw_38_rs,jie3,jye,314.029,314.289,e,vowel,314.219,314.289,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_38,mn_tw_38_rs,zi4shen1,ziishen,314.289,314.809,n,consonant,314.729,314.809,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_38,mn_tw_38_rs,bi4jing4,bijing,333.5084,333.7884,ng,consonant,333.7484,333.7884,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_38,mn_tw_38_rs,de5,de,334.8884,335.0384,d,consonant,334.8884,334.9384,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_38,mn_tw_38_rs,cai2zhi4,caizhii,409.1588,409.5588,ii,vowel,409.4888,409.5588,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_38,mn_tw_38_ss,zuo4shou4,zwoshou,104.8429,105.3829,sh,consonant,105.0829,105.2529,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_38,mn_tw_38_ss,zhe4yang4zi5,zheyangzii,169.014,169.284,e,vowel,169.044,169.074,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_38,mn_tw_38_ss,zhe4yang4,zheyang,174.6785,174.9585,e,vowel,174.7685,174.8485,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_38,mn_tw_38_ss,xian4zai4,xyanzai,290.6854,291.0954,y,consonant,290.8054,290.8554,NA,NA,NA
Taiwan Mandarin,taiwanese_mandarin,mn_tw_45,mn_tw_45_rs,liang2hao3,lyanghao,5.7845,6.3545,l,consonant,5.7845,5.8845,NA,NA,NA
