LANGUAGE,FOLDER,SPEAKER,FILE,WORD,WORD_TRS,WORD_START,WORD_END,PHONE,SEGMENT_TYPE,PHONE_START,PHONE_END,PHONE_ALIGNMENT,PHONE_QUALITY,COMMET
Turkish,turkish,22408,22408_138,kapatıyorum,kapat̪ɯjoɾum,5.37,6.09,m,consonant,6.03,6.09,misaligned,NA,doesn't appear present
Turkish,turkish,22408,22408_14,yakın,jakɯn̪,2.62,3.09,k,consonant,2.78,2.9,OK,NA,
Turkish,turkish,22408,22408_14,çalışıyorum,tʃaɫɯʃɯjoɾum,4.63,5.33,a,vowel,4.74,4.81,OK,NA,
Turkish,turkish,22408,22408_28,çöz,tʃøz̪,2.2,2.39,z̪,consonant,2.32,2.39,OK,NA,
Turkish,turkish,22408,22408_48,kulaklıktan,kuɫakɫɯkt̪an̪,0.6,1.24,ɯ,vowel,0.85,0.88,misaligned,NA,can't hear/see it
Turkish,turkish,22408,22408_48,kulaklıktan,kuɫakɫɯkt̪an̪,0.6,1.24,a,vowel,1.08,1.15,OK,NA,
Turkish,turkish,22408,22408_56,lazım,ʎaːz̪ɯm,1.82,2.16,ɯ,vowel,2.04,2.07,misaligned,NA,
Turkish,turkish,22408,22408_56,de,d̪e,5.79,5.84,e,vowel,5.83,5.84,misaligned,NA,
Turkish,turkish,22408,22408_58,çok,tʃok,1.8,2.04,tʃ,consonant,1.8,1.89,OK,NA,
Turkish,turkish,22408,22408_60,gidelim,ɟid̪eʎim,4.12,4.43,ɟ,consonant,4.12,4.16,OK,NA,
Turkish,turkish,22408,22408_70,mart,maɾt̪,1.1,1.32,t̪,consonant,1.26,1.32,OK,NA,
Turkish,turkish,22408,22408_78,ama,ama,2.55,3.01,a,vowel,2.78,3.01,OK,NA,
Turkish,turkish,22408,22408_87,aysunlar,ajs̪un̪ɫaɾ,0.16,0.78,ɫ,consonant,0.62,0.66,OK,NA,
Turkish,turkish,22408,22408_87,aysunlar,ajs̪un̪ɫaɾ,0.16,0.78,a,vowel,0.66,0.75,OK,NA,
Turkish,turkish,22408,22408_97,bekliyorum,becʎijoɾum,3.57,4.01,ɾ,consonant,3.92,3.93,misaligned,NA,
Turkish,turkish,22509,22509_122,hafta,haft̪a,3.83,4.15,t̪,consonant,4.06,4.11,misaligned,NA,seems more like a /k/ if anything is there at all 
Turkish,turkish,22509,22509_124,gitmiyorum,ɟit̪mijoɾum,5.05,5.75,i,vowel,5.08,5.13,OK,NA,
Turkish,turkish,22509,22509_131,coğrafyadan,dʒoːɾafjad̪an̪,0.68,1.25,a,vowel,1.07,1.1,OK,NA,
Turkish,turkish,22509,22509_141,evet,evet̪,0.54,1,v,consonant,0.69,0.75,OK,NA,
Turkish,turkish,22509,22509_147,yapardık,japaɾd̪ɯk,0.62,1.12,a,vowel,0.81,0.88,misaligned,NA,should extend
Turkish,turkish,22509,22509_157,matematik,mat̪emat̪ic,1.8,2.37,a,vowel,1.84,1.95,OK,NA,
Turkish,turkish,22509,22509_165,yapıyorsun,japɯjoɾs̪un̪,0.61,0.89,ɾ,consonant,0.8,0.81,misaligned,NA,
Turkish,turkish,22509,22509_165,yapıyorsun,japɯjoɾs̪un̪,0.61,0.89,u,vowel,0.82,0.85,misaligned,NA,
Turkish,turkish,22509,22509_169,çözümü,tʃøz̪ymy,3.7,4.11,z̪,consonant,3.89,3.99,OK,NA,
Turkish,turkish,22509,22509_197,vardı,vaɾd̪ɯ,1.73,2.13,ɯ,vowel,2.09,2.13,OK,NA,
Turkish,turkish,22509,22509_22,başlamış,baʃɫamɯʃ,4.93,5.6,b,consonant,4.93,4.98,OK,NA,
Turkish,turkish,22509,22509_22,başlamış,baʃɫamɯʃ,4.93,5.6,ɫ,consonant,5.21,5.24,misaligned,NA,
Turkish,turkish,22509,22509_36,gelemedim,ɟeʎemed̪im,2.04,2.59,ʎ,consonant,2.18,2.2,OK,NA,
Turkish,turkish,22509,22509_47,oldu,oɫd̪u,3,3.26,d̪,consonant,3.19,3.23,OK,NA,
Turkish,turkish,22509,22509_68,evet,evet̪,0.11,0.4,e,vowel,0.11,0.25,OK,NA,
Turkish,turkish,22509,22509_72,bilgiye,biʎɟije,2.83,3.35,i,vowel,2.89,3.05,misaligned,NA,first /i/ in the word should only be first half of this seg 
Turkish,turkish,22509,22509_8,ben,ben̪,3.38,3.63,e,vowel,3.42,3.57,OK,NA,
Turkish,turkish,22509,22509_8,de,d̪e,3.63,3.69,d̪,consonant,3.63,3.66,misaligned,NA,can't detect
Turkish,turkish,22509,22509_88,yapacağız,japadʒaɯz̪,0.43,1.02,a,vowel,0.48,0.61,OK,NA,
Turkish,turkish,22509,22509_94,kalıyor,kaɫɯjoɾ,0.97,1.49,k,consonant,0.97,1.08,OK,NA,
Turkish,turkish,26350,26350_116,öyle,øjʎe,1.23,1.5,e,vowel,1.44,1.5,OK,NA,
Turkish,turkish,26350,26350_116,çıkamıyorum,tʃɯkamɯjoɾum,3.71,4.34,k,consonant,3.79,3.89,OK,NA,
Turkish,turkish,26350,26350_120,ediyor,ed̪ijoɾ,2.16,2.52,e,vowel,2.16,2.25,OK,NA,
Turkish,turkish,26350,26350_120,ediyor,ed̪ijoɾ,2.16,2.52,o,vowel,2.46,2.51,OK,NA,
Turkish,turkish,26350,26350_120,onunla,on̪un̪ɫa,8.97,9.31,u,vowel,9.08,9.15,OK,NA,
Turkish,turkish,26350,26350_122,şey,ʃej,0.68,0.89,e,vowel,0.74,0.77,misaligned,NA,should extend
Turkish,turkish,26350,26350_132,oluyor,oɫujoɾ,2.15,2.36,u,vowel,2.25,2.28,misaligned,NA,can't tell
Turkish,turkish,26350,26350_14,yani,jaːn̪i,7.58,7.87,n̪,consonant,7.78,7.85,OK,NA,
Turkish,turkish,26350,26350_157,tembih,t̪embih,9.85,10.16,h,consonant,10.15,10.16,misaligned,NA,can't detect
Turkish,turkish,26350,26350_18,konularla,kon̪uɫaɾɫa,4.88,5.42,ɾ,consonant,5.26,5.3,OK,NA,
Turkish,turkish,26350,26350_26,geldi,ɟeʎd̪i,1.87,2.12,d̪,consonant,2,2.08,OK,NA,
Turkish,turkish,26350,26350_36,almış,aɫmɯʃ,4.92,5.29,ʃ,consonant,5.19,5.29,OK,NA,
Turkish,turkish,26350,26350_36,da,d̪a,6.66,6.78,a,vowel,6.72,6.78,OK,NA,
Turkish,turkish,26350,26350_50,artık,aɾt̪ɯk,0.1,0.41,k,consonant,0.35,0.41,OK,NA,
Turkish,turkish,26350,26350_50,şansına,ʃan̪s̪ɯn̪a,0.73,1.31,ɯ,vowel,1.1,1.12,misaligned,NA,segment extends (until ~halfway along dental /n/)
Turkish,turkish,26350,26350_53,parayı,paɾajɯ,7.82,8.06,a,vowel,7.86,7.92,OK,NA,
Turkish,turkish,26350,26350_6,teşekkürler,t̪eʃecːyɾʎeɾ,0.58,1.18,ʃ,consonant,0.68,0.77,OK,NA,
Turkish,turkish,26350,26350_68,azından,az̪ɯn̪d̪an̪,5.93,6.19,a,vowel,5.93,5.98,OK,NA,
Turkish,turkish,26350,26350_71,indirmeye,in̪d̪iɾmeje,3.74,4.16,n̪,consonant,3.81,3.88,OK,NA,
Turkish,turkish,26350,26350_84,grup,ɡɾup,2.71,3.47,ɡ,consonant,2.71,2.79,misaligned,NA,
Turkish,turkish,29168,29168_109,allah,aɫːah,1.22,1.53,a,vowel,1.22,1.3,OK,NA,very hard to tell but it does sound like there's a separation between /a/ segments via a dark /l/
Turkish,turkish,29168,29168_13,oturuyorum,ot̪uɾujoɾum,0.69,1.18,u,vowel,0.92,0.95,misaligned,NA,
Turkish,turkish,29168,29168_133,musun,mus̪un̪,2.44,2.58,m,consonant,2.44,2.45,misaligned,NA,
Turkish,turkish,29168,29168_153,oraya,oɾaja,3.21,3.44,ɾ,consonant,3.29,3.3,OK,NA,
Turkish,turkish,29168,29168_161,hava,hava,1.61,2.01,a,vowel,1.88,2.01,misaligned,NA,should begin earlier
Turkish,turkish,29168,29168_161,soğuk,s̪oːk,2.05,2.33,s̪,consonant,2.05,2.1,OK,NA,could begin slightly earlier but marginal 
Turkish,turkish,29168,29168_175,şeyde,ʃejd̪e,2.14,2.52,j,consonant,2.41,2.48,misaligned,NA,can't tell apart from /e/ 
Turkish,turkish,29168,29168_181,zaten,z̪at̪en̪,2.86,3.21,e,vowel,3.08,3.15,OK,NA,
Turkish,turkish,29168,29168_19,senin,s̪en̪in̪,0.71,0.88,i,vowel,0.82,0.85,misaligned,NA,
Turkish,turkish,29168,29168_193,için,itʃin̪,4.46,4.7,tʃ,consonant,4.54,4.62,OK,NA,
Turkish,turkish,29168,29168_203,ben,ben̪,5.24,5.41,b,consonant,5.24,5.28,OK,NA,
Turkish,turkish,29168,29168_239,atlet,at̪ʎet̪,0.22,0.68,e,vowel,0.5,0.59,OK,NA,
Turkish,turkish,29168,29168_29,bihterler,biht̪eɾʎeɾ,3.63,4.13,ʎ,consonant,3.91,4.01,OK,NA,
Turkish,turkish,29168,29168_53,caner,dʒan̪eɾ,0.31,0.5,a,vowel,0.37,0.43,OK,NA,
Turkish,turkish,29168,29168_57,falan,faɫan̪,7.83,8.02,n̪,consonant,7.96,8.02,OK,NA,"""the /n/ actually seems to be there and aligned even though the rest of the word sounds weird"""
Turkish,turkish,29168,29168_69,bugün,buɟyn̪,7.47,7.72,u,vowel,7.52,7.58,OK,NA,
Turkish,turkish,29168,29168_69,ulaşamadım,uɫaʃamad̪ɯm,8.55,9.37,u,vowel,8.55,8.68,OK,NA,
Turkish,turkish,29168,29168_77,yoldayım,joɫd̪ajɯm,4.26,4.72,ɯ,vowel,4.65,4.67,misaligned,NA,can't really tell 
Turkish,turkish,29168,29168_85,bilmiyorum,biʎmijoɾum,4.69,5.33,b,consonant,4.69,4.74,OK,NA,
Turkish,turkish,29168,29168_87,doktor,d̪okt̪oɾ,0.1,0.53,t̪,consonant,0.34,0.4,OK,NA,
Turkish,turkish,29302,29302_108,birisi,biɾis̪i,0.58,0.91,ɾ,consonant,0.7,0.71,OK,NA,
Turkish,turkish,29302,29302_119,konuşmak,kon̪uʃmak,0.27,0.69,o,vowel,0.28,0.31,misaligned,NA,
Turkish,turkish,29302,29302_119,mustafa,mus̪t̪afa,1.22,1.78,t̪,consonant,1.4,1.44,misaligned,NA,doesn't seem to be a /t/ 
Turkish,turkish,29302,29302_135,konuşuyorsun,kon̪uʃujoɾs̪un̪,0.46,1.07,o,vowel,0.49,0.58,OK,NA,
Turkish,turkish,29302,29302_143,insanlar,in̪s̪an̪ɫaɾ,8.06,8.8,n̪,consonant,8.22,8.27,OK,NA,
Turkish,turkish,29302,29302_145,etmişimdir,et̪miʃimd̪iɾ,1.08,1.69,i,vowel,1.27,1.32,OK,NA,
Turkish,turkish,29302,29302_16,rahat,ɾahat̪,0.93,1.34,a,vowel,0.94,1.09,misaligned,NA,
Turkish,turkish,29302,29302_165,telefondan,t̪eʎefon̪d̪an̪,1.05,1.94,e,vowel,1.2,1.27,OK,NA,
Turkish,turkish,29302,29302_167,onun,on̪un̪,3.42,3.65,o,vowel,3.42,3.54,OK,NA,
Turkish,turkish,29302,29302_174,eskiden,es̪cid̪en̪,1.61,2.26,e,vowel,1.99,2.04,misaligned,NA,should extend
Turkish,turkish,29302,29302_178,dokuz,d̪okuz̪,7.35,7.73,d̪,consonant,7.35,7.39,OK,NA,
Turkish,turkish,29302,29302_180,evliliği,evʎiʎiː,3.3,3.88,iː,vowel,3.87,3.88,misaligned,NA,
Turkish,turkish,29302,29302_186,bağlamıştır,baːɫamɯʃt̪ɯɾ,4.81,5.67,ʃ,consonant,5.28,5.41,misaligned,NA,"""seems to extend more or maybe it's white noise. something weird happens after where it's marked"""
Turkish,turkish,29302,29302_194,vardır,vaɾd̪ɯɾ,7.89,8.38,ɾ,consonant,8.01,8.09,misaligned,NA,
Turkish,turkish,29302,29302_23,şarja,ʃaɾʒa,1.01,1.5,a,vowel,1.18,1.3,OK,NA,
Turkish,turkish,29302,29302_23,şarja,ʃaɾʒa,1.01,1.5,ʒ,consonant,1.31,1.37,OK,NA,
Turkish,turkish,29302,29302_71,anladım,an̪ɫad̪ɯm,6.48,6.95,ɫ,consonant,6.69,6.73,OK,NA,
Turkish,turkish,29302,29302_88,geliyor,ɟeʎijoɾ,0.32,0.55,i,vowel,0.42,0.45,misaligned,NA,
Turkish,turkish,29302,29302_88,geliyor,ɟeʎijoɾ,0.55,1.02,ɟ,consonant,0.55,0.63,OK,NA,
Turkish,turkish,29302,29302_88,geliyor,ɟeʎijoɾ,0.55,1.02,ɾ,consonant,0.99,1.02,misaligned,NA,
Turkish,turkish,30554,30554_108,bilardo,biɫaɾd̪o,1.02,1.48,o,vowel,1.44,1.48,OK,NA,
Turkish,turkish,30554,30554_108,oynayacakmış,ojn̪ajadʒakmɯʃ,1.57,2.24,m,consonant,1.94,2.07,OK,NA,hard to tell if the vowel begins during this time but seems ok 
Turkish,turkish,30554,30554_126,geçmişsin,ɟetʃmiʃs̪in̪,0.75,1.37,ʃ,consonant,1.12,1.16,misaligned,NA,
Turkish,turkish,30554,30554_146,faydalanırsın,fajd̪aɫan̪ɯɾs̪ɯn̪,6.2,6.98,a,vowel,6.46,6.51,OK,NA,
Turkish,turkish,30554,30554_154,fırsatları,fɯɾs̪at̪ɫaɾɯ,1.33,2.06,ɾ,consonant,2,2.01,OK,NA,
Turkish,turkish,30554,30554_168,için,itʃin̪,1.97,2.19,n̪,consonant,2.15,2.19,OK,NA,
Turkish,turkish,30554,30554_170,ne,n̪e,0.09,0.19,e,vowel,0.17,0.19,misaligned,NA,
Turkish,turkish,30554,30554_174,korumuyorsun,koɾumujoɾs̪un̪,0.83,1.41,s̪,consonant,1.28,1.34,OK,NA,extends a little bit but minor
Turkish,turkish,30554,30554_184,i̇stanbul,is̪t̪an̪buɫ,1.98,2.51,u,vowel,2.4,2.43,misaligned,NA,extends
Turkish,turkish,30554,30554_186,yani,jaːn̪i,3.2,3.59,i,vowel,3.58,3.59,misaligned,NA,
Turkish,turkish,30554,30554_186,gelecekmiş,ɟeʎidʒecmiʃ,4.49,4.99,i,vowel,4.88,4.94,OK,NA,
Turkish,turkish,30554,30554_204,ben,ben̪,2.04,2.3,n̪,consonant,2.24,2.3,OK,NA,
Turkish,turkish,30554,30554_22,de,d̪e,0.99,1.11,e,vowel,1.05,1.11,OK,NA,
Turkish,turkish,30554,30554_221,mu,mu,1.69,1.8,m,consonant,1.69,1.76,OK,NA,
Turkish,turkish,30554,30554_243,yok,jok,0.97,1.53,k,consonant,1.11,1.53,OK,NA,longgg release after burst but i guess that's fine? if not then misaligned b/c of extra time after burst
Turkish,turkish,30554,30554_243,musun,mus̪un̪,3.73,3.92,u,vowel,3.86,3.89,misaligned,NA,
Turkish,turkish,30554,30554_30,hepsinden,heps̪in̪d̪en̪,1.28,1.75,e,vowel,1.31,1.38,OK,NA,
Turkish,turkish,30554,30554_40,istiyormuşsun,is̪t̪ijoɾmuʃs̪un̪,0.82,1.38,u,vowel,1.26,1.3,misaligned,NA,
Turkish,turkish,30554,30554_42,da,d̪a,2.01,2.08,d̪,consonant,2.01,2.05,OK,NA,
Turkish,turkish,30554,30554_56,akşamı,akʃamɯ,1.12,1.54,m,consonant,1.48,1.53,OK,NA,
Turkish,turkish,32642,32642_104,herhal,heɾhaɫ,6.64,7.01,ɾ,consonant,6.71,6.74,OK,NA,
Turkish,turkish,32642,32642_151,anlatmadı,an̪ɫat̪mad̪ɯ,0.25,0.8,ɯ,vowel,0.78,0.8,misaligned,NA,
Turkish,turkish,32642,32642_151,şeyi,ʃeji,6.7,7.02,ʃ,consonant,6.7,6.83,OK,NA,
Turkish,turkish,32642,32642_151,getiremedi,ɟet̪iɾemed̪i,8.6,9.37,m,consonant,9,9.09,OK,NA,
Turkish,turkish,32642,32642_160,yoktur,jokt̪uɾ,5.18,5.55,ɾ,consonant,5.54,5.55,misaligned,NA,doesn't appear present
Turkish,turkish,32642,32642_164,yaramaz,jaɾamaz̪,0.61,0.98,j,consonant,0.61,0.67,OK,NA,
Turkish,turkish,32642,32642_186,nurgül,n̪uɾɟyʎ,2.26,2.74,u,vowel,2.37,2.45,OK,NA,
Turkish,turkish,32642,32642_192,yani,jaːn̪i,1.43,1.84,aː,vowel,1.56,1.6,OK,NA,could begin slightly sooner but marginal 
Turkish,turkish,32642,32642_20,yemek,jemec,0.7,1.09,e,vowel,0.77,0.8,OK,NA,
Turkish,turkish,32642,32642_202,bırakıp,bɯɾakɯp,0.97,1.41,ɯ,vowel,1.25,1.29,OK,NA,
Turkish,turkish,32642,32642_202,olmaz,oɫmaz̪,1.7,2.12,z̪,consonant,2.09,2.12,misaligned,NA,doesn't appear present
Turkish,turkish,32642,32642_210,günü,ɟyn̪y,5.2,5.39,ɟ,consonant,5.2,5.24,OK,NA,
Turkish,turkish,32642,32642_24,misafir,mis̪aːfiɾ,0.1,0.63,aː,vowel,0.34,0.42,OK,NA,
Turkish,turkish,32642,32642_50,şey,ʃej,1.89,2.19,ʃ,consonant,1.89,2.11,OK,NA,
Turkish,turkish,32642,32642_60,biniyoruz,bin̪ijoɾuz̪,0.87,1.46,i,vowel,1.09,1.12,OK,NA,
Turkish,turkish,32642,32642_64,yok,jok,0.1,0.32,k,consonant,0.28,0.32,misaligned,NA,
Turkish,turkish,32642,32642_70,arabayı,aɾabajɯ,0.06,0.5,a,vowel,0.23,0.3,OK,NA,
Turkish,turkish,32642,32642_70,yapayım,japajɯm,0.66,1.12,j,consonant,0.96,1.01,misaligned,NA,can't detect
Turkish,turkish,32642,32642_80,yaptıracağım,japt̪ɯɾadʒaːm,0.4,1.24,a,vowel,0.82,0.92,OK,NA,
Turkish,turkish,32642,32642_80,da,d̪a,1.24,1.45,a,vowel,1.28,1.45,OK,NA,
Turkish,turkish,36561,36561_108,minibüs,min̪ibys̪,0.1,0.58,i,vowel,0.24,0.27,OK,NA,
Turkish,turkish,36561,36561_110,gülay'ı,ɟyʎajɯ,0.1,0.28,y,vowel,0.13,0.16,misaligned,NA,
Turkish,turkish,36561,36561_116,evden,evd̪en̪,2.92,3.39,n̪,consonant,3.28,3.39,misaligned,NA,doesn't appear pres
Turkish,turkish,36561,36561_124,mı,mɯ,6.23,6.3,ɯ,vowel,6.29,6.3,misaligned,NA,
Turkish,turkish,36561,36561_152,şubatın,ʃubat̪ɯn̪,0.52,1.07,ʃ,consonant,0.52,0.66,OK,NA,
Turkish,turkish,36561,36561_152,hafta,haft̪a,2.63,2.92,h,consonant,2.63,2.69,misaligned,NA,can't tell apart from following V
Turkish,turkish,36561,36561_152,değil,d̪eiʎ,2.92,3.1,i,vowel,2.98,3.08,misaligned,NA,
Turkish,turkish,36561,36561_164,diyecek,d̪iːdʒec,3.79,3.97,iː,vowel,3.84,3.85,misaligned,NA,
Turkish,turkish,36561,36561_165,düşünme,d̪yʃyn̪me,0.1,0.57,d̪,consonant,0.1,0.17,OK,NA,
Turkish,turkish,36561,36561_165,ver,veɾ,0.87,0.96,v,consonant,0.87,0.89,OK,NA,very quick but seems ok and present
Turkish,turkish,36561,36561_18,sen,s̪en̪,0.31,0.47,s̪,consonant,0.31,0.34,misaligned,NA,should begin sooner 
Turkish,turkish,36561,36561_191,çekiyorum,tʃecijoɾum,0.48,0.88,ɾ,consonant,0.77,0.78,OK,NA,
Turkish,turkish,36561,36561_192,düşünsene,d̪yʃyn̪s̪en̪e,4.43,4.89,y,vowel,4.65,4.68,misaligned,NA,
Turkish,turkish,36561,36561_199,söylemişsin,s̪øjʎemiʃs̪in̪,3.14,3.89,s̪,consonant,3.14,3.25,OK,NA,
Turkish,turkish,36561,36561_216,sen,s̪en̪,2.05,2.28,e,vowel,2.08,2.12,misaligned,NA,should extend 
Turkish,turkish,36561,36561_22,iyiydi,ijijd̪i,1.45,1.78,d̪,consonant,1.62,1.71,misaligned,NA,sounds like a liquid or something? 
Turkish,turkish,36561,36561_232,atacağım,at̪ɯdʒaːm,10.1,10.54,a,vowel,10.1,10.18,OK,NA,first 1/3 is white noise
Turkish,turkish,36561,36561_72,ne,n̪e,0.1,0.31,e,vowel,0.21,0.31,OK,NA,
Turkish,turkish,36561,36561_82,evde,evd̪e,0.43,0.64,d̪,consonant,0.56,0.59,misaligned,NA,doesn't seem to be pres
Turkish,turkish,36561,36561_96,başka,baʃka,4.16,4.49,a,vowel,4.19,4.26,OK,NA,
Turkish,turkish,37094,37094_10,filan,fiɫan̪,7.54,7.83,f,consonant,7.54,7.64,misaligned,NA,
Turkish,turkish,37094,37094_110,döktün,d̪øct̪yn̪,3.28,3.73,c,consonant,3.45,3.48,misaligned,NA,around half of phone is contained withing following dental /t/
Turkish,turkish,37094,37094_112,iki,ici,5.78,6.12,i,vowel,6.06,6.12,OK,NA,
Turkish,turkish,37094,37094_112,balkabakları,baɫkabakɫaɾɯ,7.51,8.44,ɫ,consonant,8.14,8.21,OK,NA,
Turkish,turkish,37094,37094_12,finaller,fin̪aʎːeɾ,2.69,3.37,n̪,consonant,2.83,2.89,OK,NA,
Turkish,turkish,37094,37094_29,evlenip,evʎen̪ip,3.14,3.62,ʎ,consonant,3.37,3.39,OK,NA,hard to tell but seems pres and aligned
Turkish,turkish,37094,37094_35,yapmıyorsa,japmɯjoɾs̪a,23.6,24.24,ɯ,vowel,23.94,23.96,misaligned,NA,
Turkish,turkish,37094,37094_35,yapmıyorsa,japmɯjoɾs̪a,23.6,24.24,a,vowel,24.19,24.24,OK,NA,
Turkish,turkish,37094,37094_37,sonra,s̪on̪ɾa,0.89,1.12,o,vowel,0.98,1.03,misaligned,NA,seems like it should continue w/ no dental /n/ following
Turkish,turkish,37094,37094_43,nişanlanacağım,n̪iʃan̪ɫan̪adʒaːm,5.07,5.77,i,vowel,5.12,5.15,OK,NA,
Turkish,turkish,37094,37094_43,şekilde,ʃeciʎd̪e,7.95,8.34,d̪,consonant,8.28,8.31,OK,NA,
Turkish,turkish,37094,37094_43,babam,babam,9.97,10.4,a,vowel,10.07,10.13,OK,NA,
Turkish,turkish,37094,37094_47,bunun,bun̪un̪,6.66,6.93,b,consonant,6.66,6.69,OK,NA,
Turkish,turkish,37094,37094_53,çok,tʃok,0.85,1.11,k,consonant,1.03,1.11,OK,NA,
Turkish,turkish,37094,37094_57,halletmeniz,haʎːet̪men̪iz̪,1.31,2.12,a,vowel,1.42,1.57,OK,NA,
Turkish,turkish,37094,37094_6,nasılsın,n̪as̪ɯɫs̪ɯn̪,2.28,2.87,a,vowel,2.33,2.41,OK,NA,
Turkish,turkish,37094,37094_72,balkabağı,baɫkabaɯ,0.93,1.65,a,vowel,1.3,1.38,OK,NA,
Turkish,turkish,37094,37094_8,hı,hɯ,0.03,0.18,h,consonant,0.03,0.15,OK,NA,
Turkish,turkish,37094,37094_96,yapılır,japɯɫɯɾ,3.94,4.32,p,consonant,4.06,4.15,OK,NA,
Turkish,turkish,37094,37094_96,bu,bu,5.76,5.9,u,vowel,5.84,5.9,OK,NA,
Turkish,turkish,37111,37111_118,olayın,oɫajɯn̪,3.77,4.11,ɫ,consonant,3.82,3.94,OK,NA,
Turkish,turkish,37111,37111_126,herhalde,heɾhaʎd̪e,2.6,2.98,e,vowel,2.63,2.68,misaligned,NA,should extend a bit 
Turkish,turkish,37111,37111_150,para,paɾa,1.91,2.16,a,vowel,1.98,2.06,OK,NA,
Turkish,turkish,37111,37111_152,ondan,on̪d̪an̪,2.8,3.19,d̪,consonant,2.98,3.02,OK,NA,
Turkish,turkish,37111,37111_154,ben,ben̪,0.83,1.1,e,vowel,0.92,1.03,OK,NA,
Turkish,turkish,37111,37111_16,aralarında,aɾaɫaɾɯn̪d̪a,0.08,0.8,d̪,consonant,0.69,0.74,OK,NA,
Turkish,turkish,37111,37111_166,kadar,kad̪aɾ,4.73,5.05,k,consonant,4.73,4.78,OK,NA,
Turkish,turkish,37111,37111_173,illa,iʎːaː,4.38,4.68,aː,vowel,4.6,4.68,OK,NA,hard to tell bc following seg is the same but marked ok 
Turkish,turkish,37111,37111_173,geçiştiriyordum,ɟetʃiʃt̪iɾijoɾd̪um,10.72,11.44,j,consonant,11.22,11.25,misaligned,NA,
Turkish,turkish,37111,37111_20,araba,aɾaba,0.1,0.47,a,vowel,0.1,0.22,OK,NA,
Turkish,turkish,37111,37111_22,bir,biɾ,0.59,0.74,ɾ,consonant,0.73,0.74,misaligned,NA,
Turkish,turkish,37111,37111_24,var,vaɾ,4.79,5.03,ɾ,consonant,4.95,5.03,OK,NA,
Turkish,turkish,37111,37111_46,bana,ban̪a,4.16,4.48,a,vowel,4.44,4.48,OK,NA,
Turkish,turkish,37111,37111_46,bilmiyorum,biʎmijoɾum,5.33,5.8,ʎ,consonant,5.43,5.45,misaligned,NA,
Turkish,turkish,37111,37111_60,yapılacakmış,japɯɫadʒakmɯʃ,5.45,6.19,ʃ,consonant,6.13,6.19,OK,NA,
Turkish,turkish,37111,37111_60,öğlene,øːʎen̪e,6.77,7.19,øː,vowel,6.77,6.96,OK,NA,
Turkish,turkish,37111,37111_69,bakalım,bakaɫɯm,0,0.66,m,consonant,0.53,0.66,OK,NA,
Turkish,turkish,37111,37111_71,mısın,mɯs̪ɯn̪,5.46,5.6,ɯ,vowel,5.49,5.52,misaligned,NA,
Turkish,turkish,37111,37111_91,şaka,ʃaka,0.59,0.95,a,vowel,0.87,0.95,OK,NA,
Turkish,turkish,37111,37111_96,yani,jaːn̪i,4.42,4.54,i,vowel,4.53,4.54,misaligned,NA,
Turkish,turkish,39114,39114_128,oldu,oɫd̪u,1.82,2.06,u,vowel,2.01,2.06,misaligned,NA,should begin earlier
Turkish,turkish,39114,39114_144,şey,ʃej,0.38,0.56,e,vowel,0.47,0.52,misaligned,NA,
Turkish,turkish,39114,39114_148,konuştuklarının,kon̪uʃt̪ukɫaɾɯn̪ɯn̪,2.14,2.92,u,vowel,2.31,2.36,misaligned,NA,
Turkish,turkish,39114,39114_148,yarısını,jaɾɯs̪ɯn̪ɯ,2.92,3.28,j,consonant,2.92,2.98,OK,NA,can't tell /j/ apart from /a/ but probably ok 
Turkish,turkish,39114,39114_152,anlamıyorum,an̪ɫamɯjoɾum,1.04,1.74,u,vowel,1.53,1.61,OK,NA,
Turkish,turkish,39114,39114_158,duyuyorum,d̪ujujoɾum,0.48,1.04,j,consonant,0.73,0.77,OK,NA,
Turkish,turkish,39114,39114_162,ne,n̪e,3.45,3.62,e,vowel,3.58,3.62,OK,NA,
Turkish,turkish,39114,39114_164,artık,aɾt̪ɯk,3.75,4.11,a,vowel,3.75,3.87,OK,NA,
Turkish,turkish,39114,39114_168,kapatıyorum,kapat̪ɯjoɾum,1.59,2.28,a,vowel,1.65,1.71,OK,NA,
Turkish,turkish,39114,39114_186,kapatıyorum,kapat̪ɯjoɾum,1.12,1.78,t̪,consonant,1.38,1.44,OK,NA,
Turkish,turkish,39114,39114_186,diyorum,d̪ijoɾum,2.22,2.66,d̪,consonant,2.22,2.25,OK,NA,
Turkish,turkish,39114,39114_188,başka,baʃka,1.28,1.7,ʃ,consonant,1.48,1.59,OK,NA,
Turkish,turkish,39114,39114_22,boğuk,bouk,0.49,0.81,o,vowel,0.54,0.7,OK,NA,
Turkish,turkish,39114,39114_32,çalışmıyoruz,tʃaɫɯʃmɯjoɾuz̪,2.3,2.98,m,consonant,2.67,2.77,OK,NA,
Turkish,turkish,39114,39114_34,aramıştım,aɾamɯʃt̪ɯm,5.91,6.48,a,vowel,5.91,6.04,OK,NA,
Turkish,turkish,39114,39114_43,ya,ja,1.51,1.71,j,consonant,1.51,1.57,OK,NA,
Turkish,turkish,39114,39114_64,yapıyorsun,japɯjoɾs̪un̪,1.93,2.25,j,consonant,2.13,2.16,misaligned,NA,
