LANGUAGE,FOLDER,SPEAKER,FILE,WORD,WORD_TRS,WORD_START,WORD_END,PHONE,SEGMENT_TYPE,PHONE_START,PHONE_END,PHONE_ALIGNMENT,PHONE_QUALITY,COMMET
Vietnamese,vietnamese,28260,28260_139,thì,tʰi˨˩,0.89,1,i˨˩,vowel,0.94,1,OK,NA,
Vietnamese,vietnamese,28260,28260_143,trình,tɕi˨˩ɲ,0.51,0.69,ɲ,consonant,0.65,0.69,misaligned,NA,
Vietnamese,vietnamese,28260,28260_145,được,ɗɨə˨˩ˀk,1.47,1.64,k,consonant,1.62,1.64,misaligned,NA,should be further right
Vietnamese,vietnamese,28260,28260_145,nhưng,ɲɨ˨˨ŋ,1.64,1.82,ɨ˨˨,vowel,1.72,1.78,OK,NA,
Vietnamese,vietnamese,28260,28260_145,kinh,ki˨˨ɲ,4.57,5.06,k,consonant,4.57,4.62,OK,NA,
Vietnamese,vietnamese,28260,28260_148,đấy,ɗə˦˥j,0.6,0.78,ɗ,consonant,0.6,0.63,OK,NA,
Vietnamese,vietnamese,28260,28260_156,nó,nɔ˦˥,5.56,5.9,n,consonant,5.56,5.89,OK,NA,
Vietnamese,vietnamese,28260,28260_181,biết,ɓiə˦˥t,3.44,3.64,t,consonant,3.59,3.64,OK,NA,
Vietnamese,vietnamese,28260,28260_185,bố,ɓo˦˥,0.25,0.49,ɓ,consonant,0.25,0.45,misaligned,NA,seems like something else...
Vietnamese,vietnamese,28260,28260_185,bao,ɓaː˨˨w,0.67,0.78,aː˨˨,vowel,0.7,0.73,misaligned,NA,all seems misaligned; hard to tell
Vietnamese,vietnamese,28260,28260_185,mà,maː˨˩,1.63,1.77,aː˨˩,vowel,1.74,1.77,misaligned,NA,
Vietnamese,vietnamese,28260,28260_189,đỡ,ɗəː˨ˀ˥,2.24,2.42,əː˨ˀ˥,vowel,2.33,2.42,OK,NA,
Vietnamese,vietnamese,28260,28260_189,chưa,tɕɨə˨˨,2.42,2.59,ɨə˨˨,vowel,2.49,2.59,OK,NA,
Vietnamese,vietnamese,28260,28260_53,nào,naː˨˩w,7.55,7.76,aː˨˩,vowel,7.62,7.69,misaligned,NA,think it continues; not hearing following /w/ so i imagine /a/ keeps going
Vietnamese,vietnamese,28260,28260_95,cưới,kiə˦˥j,1.21,1.4,j,consonant,1.27,1.4,misaligned,NA,
Vietnamese,vietnamese,28260,28260_97,sĩ,si˨ˀ˥,1.25,1.36,i˨ˀ˥,vowel,1.28,1.36,OK,NA,
Vietnamese,vietnamese,28260,28260_97,cưới,kiə˦˥j,1.49,1.66,j,consonant,1.62,1.66,misaligned,NA,should continue
Vietnamese,vietnamese,28557,28557_100,đang,ɗaː˨˨ŋ,0.34,0.41,ŋ,consonant,0.38,0.41,misaligned,NA,impossible to tell
Vietnamese,vietnamese,28557,28557_100,hát,haː˦˥t,0.41,0.57,h,consonant,0.41,0.49,OK,NA,
Vietnamese,vietnamese,28557,28557_106,rồi,zo˨˩j,2.99,3.2,j,consonant,3.16,3.2,OK,NA,
Vietnamese,vietnamese,28557,28557_108,với,vəː˦˥j,3.89,4.04,j,consonant,3.95,4.04,misaligned,NA,
Vietnamese,vietnamese,28557,28557_112,lên,le˨˨n,3.35,3.57,e˨˨,vowel,3.4,3.48,OK,NA,
Vietnamese,vietnamese,28557,28557_112,ba,ɓaː˨˨,3.73,4.02,aː˨˨,vowel,3.79,4.02,OK,NA,
Vietnamese,vietnamese,28557,28557_122,tiền,tiə˨˩n,1.79,2.12,n,consonant,2.06,2.12,OK,NA,
Vietnamese,vietnamese,28557,28557_128,tạ,taː˨˩ˀ,0.95,1.16,aː˨˩ˀ,vowel,0.99,1.16,OK,NA,
Vietnamese,vietnamese,28557,28557_150,thanh,tʰɛː˨˨ɲ,4.75,5.02,tʰ,consonant,4.75,4.81,OK,NA,
Vietnamese,vietnamese,28557,28557_156,năm,na˨˨m,1.03,1.28,a˨˨,vowel,1.13,1.21,OK,NA,
Vietnamese,vietnamese,28557,28557_170,không,xo˨˨ŋ,3.31,3.45,o˨˨,vowel,3.34,3.39,OK,NA,
Vietnamese,vietnamese,28557,28557_18,là,laː˨˩,5.3,5.45,l,consonant,5.3,5.36,OK,NA,
Vietnamese,vietnamese,28557,28557_18,nó,nɔ˦˥,5.48,5.58,ɔ˦˥,vowel,5.51,5.58,OK,NA,
Vietnamese,vietnamese,28557,28557_40,một,mo˨˩ˀt,6.97,7.17,o˨˩ˀ,vowel,7.07,7.14,OK,NA,
Vietnamese,vietnamese,28557,28557_43,đi,ɗi˨˨,0.87,1.03,i˨˨,vowel,0.94,1.03,OK,NA,
Vietnamese,vietnamese,28557,28557_59,nhưng,ɲɨ˨˨ŋ,0.16,0.46,ɨ˨˨,vowel,0.19,0.43,OK,NA,
Vietnamese,vietnamese,28557,28557_69,mà,maː˨˩,2.37,2.43,m,consonant,2.37,2.4,misaligned,NA,can't tell
Vietnamese,vietnamese,28557,28557_69,ra,zaː˨˨,2.75,2.9,aː˨˨,vowel,2.79,2.9,OK,NA,something seems off with surrounding segments but this particular seg seems ok
Vietnamese,vietnamese,28557,28557_72,lên,le˨˨n,1.92,2.13,l,consonant,1.92,1.96,OK,NA,
Vietnamese,vietnamese,28557,28557_98,ngày,ŋa˨˩j,7.37,7.61,ŋ,consonant,7.37,7.45,OK,NA,
Vietnamese,vietnamese,29988,29988_107,làm,laː˨˩m,4.11,4.34,aː˨˩,vowel,4.14,4.17,misaligned,NA,should begin sooner
Vietnamese,vietnamese,29988,29988_107,nhiều,ɲiə˨˩w,10.32,10.41,w,consonant,10.38,10.41,misaligned,NA,
Vietnamese,vietnamese,29988,29988_108,ông,o˨˨ŋ,9.07,9.28,o˨˨,vowel,9.07,9.12,OK,NA,"""should maybe begin sooner but could just be that the preceding vowel turns into /o/ vowel """
Vietnamese,vietnamese,29988,29988_108,lại,laː˨˩ˀj,10.03,10.16,aː˨˩ˀ,vowel,10.1,10.13,misaligned,NA,should extend
Vietnamese,vietnamese,29988,29988_108,bảo,ɓaː˨˩˨w,10.16,10.45,w,consonant,10.42,10.45,misaligned,NA,not audible
Vietnamese,vietnamese,29988,29988_109,ra,zaː˨˨,10.1,10.19,z,consonant,10.1,10.14,OK,NA,
Vietnamese,vietnamese,29988,29988_144,làm,laː˨˩m,4.31,4.44,aː˨˩,vowel,4.34,4.39,misaligned,NA,
Vietnamese,vietnamese,29988,29988_146,à,aː˨˩,0.77,0.81,aː˨˩,vowel,0.77,0.81,OK,NA,
Vietnamese,vietnamese,29988,29988_152,gì,zi˨˩,0.95,1.11,i˨˩,vowel,0.98,1.11,OK,NA,
Vietnamese,vietnamese,29988,29988_188,xong,sɔ˨˨ŋ,1.3,1.42,s,consonant,1.3,1.36,OK,NA,
Vietnamese,vietnamese,29988,29988_208,nhưng,ɲɨ˨˨ŋ,0.1,0.29,ɨ˨˨,vowel,0.21,0.26,OK,NA,
Vietnamese,vietnamese,29988,29988_212,nghe,ŋɛː˨˨,2.12,2.33,ɛː˨˨,vowel,2.19,2.33,OK,NA,
Vietnamese,vietnamese,29988,29988_26,xong,sɔ˨˨ŋ,5.68,5.89,s,consonant,5.68,5.71,OK,NA,
Vietnamese,vietnamese,29988,29988_40,bọn,ɓɔ˨˩ˀn,5.6,5.78,ɓ,consonant,5.6,5.7,OK,NA,
Vietnamese,vietnamese,29988,29988_43,lên,le˨˨n,3.84,4.01,e˨˨,vowel,3.9,3.93,OK,NA,
Vietnamese,vietnamese,29988,29988_43,cưới,kiə˦˥j,4.51,4.76,k,consonant,4.51,4.56,OK,NA,
Vietnamese,vietnamese,29988,29988_50,cùng,ku˨˩ŋ,3.5,3.68,ŋ,consonant,3.62,3.68,misaligned,NA,should extend
Vietnamese,vietnamese,29988,29988_85,thì,tʰi˨˩,1,1.13,i˨˩,vowel,1.03,1.13,OK,NA,
Vietnamese,vietnamese,29988,29988_85,đấy,ɗə˦˥j,2.3,2.42,ɗ,consonant,2.3,2.33,OK,NA,
Vietnamese,vietnamese,29988,29988_85,làm,laː˨˩m,3.17,3.38,m,consonant,3.34,3.38,OK,NA,
Vietnamese,vietnamese,31980,31980_100,nó,nɔ˦˥,2.85,2.95,ɔ˦˥,vowel,2.89,2.95,OK,NA,
Vietnamese,vietnamese,31980,31980_107,mình,mi˨˩ɲ,10.53,10.72,ɲ,consonant,10.64,10.72,OK,NA,
Vietnamese,vietnamese,31980,31980_113,con,kɔ˨˨n,0.66,0.83,n,consonant,0.74,0.83,OK,NA,
Vietnamese,vietnamese,31980,31980_117,là,laː˨˩,3.08,3.17,aː˨˩,vowel,3.14,3.17,misaligned,NA,should begin sooner
Vietnamese,vietnamese,31980,31980_117,tháng,tʰaː˦˥ŋ,7.2,7.5,aː˦˥,vowel,7.23,7.41,misaligned,NA,
Vietnamese,vietnamese,31980,31980_117,bên,ɓe˨˨n,9.44,9.55,e˨˨,vowel,9.48,9.51,misaligned,NA,can't tell
Vietnamese,vietnamese,31980,31980_133,nam,naː˨˨m,2.43,2.71,n,consonant,2.43,2.61,misaligned,NA,should begin quite a bit sooner
Vietnamese,vietnamese,31980,31980_138,một,mo˨˩ˀt,1.88,2.04,m,consonant,1.88,1.97,OK,NA,
Vietnamese,vietnamese,31980,31980_143,lao,laː˨˨w,0.36,0.52,aː˨˨,vowel,0.44,0.47,misaligned,NA,should extend
Vietnamese,vietnamese,31980,31980_149,nó,nɔ˦˥,1.5,1.9,n,consonant,1.5,1.86,misaligned,NA,sounds like something else is contained in there...
Vietnamese,vietnamese,31980,31980_149,chứ,tɕɨ˦˥,6.4,6.54,ɨ˦˥,vowel,6.48,6.54,misaligned,NA,should continue on
Vietnamese,vietnamese,31980,31980_172,cái,kaː˦˥j,0.45,0.8,k,consonant,0.45,0.5,OK,NA,
Vietnamese,vietnamese,31980,31980_172,anh,ɛː˨˨ɲ,3.02,3.04,ɛː˨˨,vowel,3.02,3.03,misaligned,NA,
Vietnamese,vietnamese,31980,31980_199,thế,tʰe˦˥,2.22,2.26,tʰ,consonant,2.22,2.25,misaligned,NA,seems like previous word is actually just an extension of aspirated /t/
Vietnamese,vietnamese,31980,31980_28,là,laː˨˩,4.58,4.69,aː˨˩,vowel,4.64,4.69,OK,NA,
Vietnamese,vietnamese,31980,31980_38,lời,ləː˨˩j,1.71,1.91,j,consonant,1.87,1.91,OK,NA,
Vietnamese,vietnamese,31980,31980_41,mời,məː˨˩j,9.15,9.42,m,consonant,9.15,9.22,OK,NA,
Vietnamese,vietnamese,31980,31980_43,được,ɗɨə˨˩ˀk,3.72,3.87,k,consonant,3.85,3.87,misaligned,NA,not audible in this spot; seems like V just continues
Vietnamese,vietnamese,31980,31980_88,nó,nɔ˦˥,0.45,0.49,ɔ˦˥,vowel,0.48,0.49,misaligned,NA,
Vietnamese,vietnamese,31980,31980_97,thì,tʰi˨˩,0.81,0.88,i˨˩,vowel,0.84,0.88,OK,NA,
Vietnamese,vietnamese,32120,32120_111,lại,laː˨˩ˀj,3.83,4.19,aː˨˩ˀ,vowel,4.02,4.13,OK,NA,
Vietnamese,vietnamese,32120,32120_12,gia,zaː˨˨,0.88,0.96,aː˨˨,vowel,0.95,0.96,misaligned,NA,
Vietnamese,vietnamese,32120,32120_147,vào,vaː˨˩w,3.91,4.01,v,consonant,3.91,3.95,misaligned,NA,
Vietnamese,vietnamese,32120,32120_147,một,mo˨˩ˀt,4.01,4.14,t,consonant,4.1,4.14,misaligned,NA,not audible
Vietnamese,vietnamese,32120,32120_163,là,laː˨˩,3.57,3.64,aː˨˩,vowel,3.61,3.64,misaligned,NA,sounds more like mmhm than anything
Vietnamese,vietnamese,32120,32120_165,gái,ɣaː˦˥j,2.63,3.11,ɣ,consonant,2.63,2.82,OK,NA,
Vietnamese,vietnamese,32120,32120_165,lấy,lə˦˥j,6.19,6.5,j,consonant,6.41,6.5,OK,NA,
Vietnamese,vietnamese,32120,32120_165,nó,nɔ˦˥,6.7,6.76,ɔ˦˥,vowel,6.74,6.76,misaligned,NA,
Vietnamese,vietnamese,32120,32120_180,lo,lɔ˨˨,2.14,2.46,ɔ˨˨,vowel,2.18,2.46,OK,NA,
Vietnamese,vietnamese,32120,32120_182,hai,haː˨˨j,10.83,10.94,j,consonant,10.89,10.94,OK,NA,
Vietnamese,vietnamese,32120,32120_187,nếu,ne˦˥w,0.87,1.09,e˦˥,vowel,0.96,1.03,OK,NA,
Vietnamese,vietnamese,32120,32120_33,rồi,zo˨˩j,4.82,5.24,z,consonant,4.82,4.85,misaligned,NA,not audible
Vietnamese,vietnamese,32120,32120_33,tận,tə˨˩ˀn,10.27,10.4,ə˨˩ˀ,vowel,10.31,10.37,OK,NA,
Vietnamese,vietnamese,32120,32120_34,mới,məː˦˥j,0.89,1.03,m,consonant,0.89,0.97,OK,NA,
Vietnamese,vietnamese,32120,32120_44,mà,maː˨˩,0.36,0.49,m,consonant,0.36,0.39,OK,NA,
Vietnamese,vietnamese,32120,32120_44,rồi,zo˨˩j,0.85,1.06,o˨˩,vowel,0.88,1.01,OK,NA,
Vietnamese,vietnamese,32120,32120_59,one,wɔ˨˨n,2.98,3.2,n,consonant,3.15,3.2,OK,NA,
Vietnamese,vietnamese,32120,32120_87,máy,ma˦˥j,2.96,3.09,a˦˥,vowel,3.02,3.05,OK,NA,"""should probably extend a bit more into /j/ but hard to tell b/c of transition into the glide. so marked as ok (not wildly misaligned)"""
Vietnamese,vietnamese,32120,32120_89,quay,kwa˨˨j,2.81,2.98,w,consonant,2.87,2.9,OK,NA,
Vietnamese,vietnamese,32120,32120_93,ờ,əː˨˩,0.13,0.29,əː˨˩,vowel,0.13,0.29,OK,NA,
Vietnamese,vietnamese,35441,35441_10,hình,hi˨˩ɲ,1.55,1.64,h,consonant,1.55,1.58,OK,NA,
Vietnamese,vietnamese,35441,35441_112,làm,laː˨˩m,1.08,1.3,l,consonant,1.08,1.14,OK,NA,
Vietnamese,vietnamese,35441,35441_112,mà,maː˨˩,5.92,6.05,aː˨˩,vowel,6.01,6.05,OK,NA,
Vietnamese,vietnamese,35441,35441_112,nong,nɔ˨˨ŋ,6.45,6.54,n,consonant,6.45,6.48,misaligned,NA,
Vietnamese,vietnamese,35441,35441_124,hai,haː˨˨j,1.56,1.63,aː˨˨,vowel,1.59,1.6,misaligned,NA,
Vietnamese,vietnamese,35441,35441_127,số,so˦˥,1.76,1.88,o˦˥,vowel,1.79,1.88,OK,NA,
Vietnamese,vietnamese,35441,35441_145,cũng,ku˨ˀ˥ŋ,2.26,2.34,u˨ˀ˥,vowel,2.3,2.31,misaligned,NA,
Vietnamese,vietnamese,35441,35441_145,nói,nɔ˦˥j,2.96,3.05,ɔ˦˥,vowel,2.99,3.02,misaligned,NA,
Vietnamese,vietnamese,35441,35441_145,chung,tɕu˨˨ŋ,3.15,3.28,u˨˨,vowel,3.18,3.25,OK,NA,
Vietnamese,vietnamese,35441,35441_149,hay,ha˨˨j,9.52,9.61,h,consonant,9.52,9.55,OK,NA,
Vietnamese,vietnamese,35441,35441_16,lâu,lə˨˨w,2,2.19,l,consonant,2,2.06,OK,NA,
Vietnamese,vietnamese,35441,35441_27,nào,naː˨˩w,3.52,3.78,n,consonant,3.52,3.56,OK,NA,
Vietnamese,vietnamese,35441,35441_27,làm,laː˨˩m,4.19,4.41,aː˨˩,vowel,4.24,4.36,OK,NA,
Vietnamese,vietnamese,35441,35441_31,vẫn,və˨ˀ˥n,0.52,0.66,n,consonant,0.62,0.66,OK,NA,
Vietnamese,vietnamese,35441,35441_31,bổng,ɓo˨˩˨ŋ,1.31,1.51,ŋ,consonant,1.42,1.51,misaligned,NA,
Vietnamese,vietnamese,35441,35441_31,phần,fə˨˩n,5.01,5.13,ə˨˩,vowel,5.04,5.07,OK,NA,
Vietnamese,vietnamese,35441,35441_6,thế,tʰe˦˥,0.12,0.35,e˦˥,vowel,0.16,0.35,OK,NA,
Vietnamese,vietnamese,35441,35441_6,dạo,zaː˨˩ˀw,1.14,1.35,w,consonant,1.32,1.35,OK,NA,
Vietnamese,vietnamese,35441,35441_76,đấy,ɗə˦˥j,1.24,1.41,ɗ,consonant,1.24,1.3,OK,NA,
Vietnamese,vietnamese,35441,35441_76,là,laː˨˩,1.49,1.55,aː˨˩,vowel,1.52,1.55,misaligned,NA,should begin sooner
Vietnamese,vietnamese,36268,36268_122,sao,saː˨˨w,0.34,0.43,w,consonant,0.4,0.43,misaligned,NA,can't tell
Vietnamese,vietnamese,36268,36268_132,tìm,ti˨˩m,3.13,3.24,m,consonant,3.21,3.24,OK,NA,
Vietnamese,vietnamese,36268,36268_132,hiểu,hiə˨˩˨w,3.24,3.42,iə˨˩˨,vowel,3.27,3.33,OK,NA,
Vietnamese,vietnamese,36268,36268_132,gì,zi˨˩,3.51,3.64,i˨˩,vowel,3.54,3.64,OK,NA,
Vietnamese,vietnamese,36268,36268_176,đâu,ɗə˨˨w,1.47,1.61,ə˨˨,vowel,1.51,1.58,OK,NA,
Vietnamese,vietnamese,36268,36268_178,đâu,ɗə˨˨w,1.22,1.38,w,consonant,1.32,1.38,OK,NA,
Vietnamese,vietnamese,36268,36268_180,ông,o˨˨ŋ,2.04,2.06,o˨˨,vowel,2.04,2.05,misaligned,NA,impossible to tell
Vietnamese,vietnamese,36268,36268_206,tội,to˨˩ˀj,1,1.12,o˨˩ˀ,vowel,1.03,1.07,misaligned,NA,should continue
Vietnamese,vietnamese,36268,36268_24,buổi,ɓuə˨˩˨j,0.42,0.53,j,consonant,0.48,0.53,misaligned,NA,impossible to tell
Vietnamese,vietnamese,36268,36268_260,thế,tʰe˦˥,0.75,0.79,e˦˥,vowel,0.78,0.79,misaligned,NA,
Vietnamese,vietnamese,36268,36268_280,muốn,muə˦˥n,0.36,0.48,m,consonant,0.36,0.44,OK,NA,
Vietnamese,vietnamese,36268,36268_36,bài,ɓaː˨˩j,0.61,0.7,aː˨˩,vowel,0.64,0.67,misaligned,NA,
Vietnamese,vietnamese,36268,36268_42,mọi,mɔ˨˩ˀj,0.13,0.29,ɔ˨˩ˀ,vowel,0.17,0.26,OK,NA,could maybe continue further; hard to know b/c following /j/
Vietnamese,vietnamese,36268,36268_42,nhìn,ɲi˨˩n,0.39,0.57,n,consonant,0.43,0.57,misaligned,NA,can't tell that it's present
Vietnamese,vietnamese,36268,36268_62,nào,naː˨˩w,0.67,0.79,n,consonant,0.67,0.7,misaligned,NA,shoudl be aligned further left; where alignment currently starts is where alignment should end 
Vietnamese,vietnamese,36268,36268_62,cá,kaː˦˥,2.22,2.32,k,consonant,2.22,2.29,OK,NA,
Vietnamese,vietnamese,36268,36268_70,mày,ma˨˩j,0.52,0.62,m,consonant,0.52,0.55,misaligned,NA,doesn't seem like an /m/ is present here
Vietnamese,vietnamese,36268,36268_90,yêu,iə˨˨w,2.69,2.75,iə˨˨,vowel,2.69,2.7,misaligned,NA,
Vietnamese,vietnamese,36268,36268_94,không,xo˨˨ŋ,1.87,1.98,o˨˨,vowel,1.9,1.94,misaligned,NA,should continue on
Vietnamese,vietnamese,36268,36268_94,đâu,ɗə˨˨w,2.21,2.49,w,consonant,2.27,2.49,misaligned,NA,should continue on 
Vietnamese,vietnamese,38592,38592_100,à,aː˨˩,0.14,0.52,aː˨˩,vowel,0.14,0.52,OK,NA,
Vietnamese,vietnamese,38592,38592_100,họ,hɔ˨˩ˀ,4.69,4.99,ɔ˨˩ˀ,vowel,4.72,4.99,misaligned,NA,last third of seg is actually /i/ i believe
Vietnamese,vietnamese,38592,38592_104,cho,tɕɔ˨˨,10.25,10.33,ɔ˨˨,vowel,10.28,10.33,OK,NA,
Vietnamese,vietnamese,38592,38592_112,li,li˨˨,4.02,4.25,i˨˨,vowel,4.09,4.25,OK,NA,
Vietnamese,vietnamese,38592,38592_120,kiếm,kiə˦˥m,8,8.18,iə˦˥,vowel,8.06,8.13,OK,NA,
Vietnamese,vietnamese,38592,38592_124,hàng,haː˨˩ŋ,4.47,4.72,h,consonant,4.47,4.51,OK,NA,
Vietnamese,vietnamese,38592,38592_124,tử,tɨ˨˩˨,6.12,6.5,t,consonant,6.12,6.17,OK,NA,
Vietnamese,vietnamese,38592,38592_124,thì,tʰi˨˩,7.04,7.1,i˨˩,vowel,7.07,7.1,misaligned,NA,
Vietnamese,vietnamese,38592,38592_132,tao,taː˨˨w,4.61,4.77,aː˨˨,vowel,4.69,4.73,misaligned,NA,should continue on 
Vietnamese,vietnamese,38592,38592_144,mình,mi˨˩ɲ,4.03,4.31,m,consonant,4.03,4.07,OK,NA,
Vietnamese,vietnamese,38592,38592_155,cái,kaː˦˥j,2.34,2.43,k,consonant,2.34,2.37,misaligned,NA,can't tell
Vietnamese,vietnamese,38592,38592_177,đền,ɗe˨˩n,2.43,2.64,ɗ,consonant,2.43,2.51,OK,NA,
Vietnamese,vietnamese,38592,38592_182,lắm,la˦˥m,2.74,2.94,m,consonant,2.89,2.94,OK,NA,
Vietnamese,vietnamese,38592,38592_184,kiến,kiə˦˥n,6.58,6.7,iə˦˥,vowel,6.61,6.64,OK,NA,
Vietnamese,vietnamese,38592,38592_198,phòng,fɔ˨˩ŋ,0.68,0.87,f,consonant,0.68,0.74,misaligned,NA,
Vietnamese,vietnamese,38592,38592_26,tivi,ti˨˨vi˨˨,9.18,9.54,v,consonant,9.27,9.36,OK,NA,
Vietnamese,vietnamese,38592,38592_60,cái,kaː˦˥j,0.65,0.76,k,consonant,0.65,0.72,OK,NA,
Vietnamese,vietnamese,38592,38592_60,đấy,ɗə˦˥j,0.76,0.9,ə˦˥,vowel,0.81,0.84,misaligned,NA,should continue on 
Vietnamese,vietnamese,38592,38592_8,to,tɔ˨˨,1.27,1.3,t,consonant,1.27,1.28,misaligned,NA,
Vietnamese,vietnamese,38592,38592_90,học,hɔ˨˩ˀk,5.66,5.73,ɔ˨˩ˀ,vowel,5.7,5.71,misaligned,NA,
Vietnamese,vietnamese,38879,38879_10,chỗ,tɕo˨ˀ˥,0.92,1.05,o˨ˀ˥,vowel,1.01,1.05,misaligned,NA,should extend i think
Vietnamese,vietnamese,38879,38879_106,ba,ɓaː˨˨,1.57,1.79,aː˨˨,vowel,1.66,1.79,OK,NA,
Vietnamese,vietnamese,38879,38879_130,mấy,mə˦˥j,1.09,1.29,m,consonant,1.09,1.18,OK,NA,
Vietnamese,vietnamese,38879,38879_140,cái,kaː˦˥j,0.11,0.24,aː˦˥,vowel,0.17,0.21,misaligned,NA,should possibly continue but may be due to following /j/
Vietnamese,vietnamese,38879,38879_158,bảo,ɓaː˨˩˨w,0.11,0.24,w,consonant,0.2,0.24,misaligned,NA,shoudl maybe continue but hard to tell b/c following /w/
Vietnamese,vietnamese,38879,38879_158,trời,tɕəː˨˩j,0.31,0.52,j,consonant,0.49,0.52,misaligned,NA,can't tell if it's present
Vietnamese,vietnamese,38879,38879_176,nộp,no˨˩ˀp,2.35,2.51,p,consonant,2.47,2.51,misaligned,NA,
Vietnamese,vietnamese,38879,38879_176,sau,sa˨˨w,2.6,2.92,w,consonant,2.73,2.92,OK,NA,
Vietnamese,vietnamese,38879,38879_200,ai,aː˨˨j,0.93,1.24,aː˨˨,vowel,0.93,1.17,OK,NA,
Vietnamese,vietnamese,38879,38879_22,thức,tʰɨ˦˥k,0.07,0.19,ɨ˦˥,vowel,0.14,0.17,misaligned,NA,
Vietnamese,vietnamese,38879,38879_22,cho,tɕɔ˨˨,0.24,0.34,tɕ,consonant,0.24,0.28,OK,NA,
Vietnamese,vietnamese,38879,38879_76,anh,ɛː˨˨ɲ,1.77,1.79,ɲ,consonant,1.78,1.79,misaligned,NA,
Vietnamese,vietnamese,38879,38879_76,chứ,tɕɨ˦˥,2.16,2.39,ɨ˦˥,vowel,2.21,2.39,OK,NA,
Vietnamese,vietnamese,38879,38879_76,cái,kaː˦˥j,3.16,3.36,j,consonant,3.22,3.36,misaligned,NA,can't really tell where vowel ends/glide starts
Vietnamese,vietnamese,38879,38879_80,tao,taː˨˨w,0.51,0.61,aː˨˨,vowel,0.55,0.58,misaligned,NA,i think vowel extends into where /w/ is marked
Vietnamese,vietnamese,38879,38879_80,thời,tʰəː˨˩j,0.94,1.15,j,consonant,1.08,1.15,OK,NA,"""again vowel into glide makes it tricky"""
Vietnamese,vietnamese,38879,38879_80,giờ,zəː˨˩,4.19,4.35,əː˨˩,vowel,4.24,4.35,OK,NA,
Vietnamese,vietnamese,38879,38879_80,đi,ɗi˨˨,5.16,5.23,ɗ,consonant,5.16,5.19,misaligned,NA,seems to be missing
Vietnamese,vietnamese,38879,38879_94,có,kɔ˦˥,3.8,3.93,ɔ˦˥,vowel,3.86,3.93,OK,NA,
Vietnamese,vietnamese,38879,38879_94,điều,ɗiə˨˩w,3.93,4.08,iə˨˩,vowel,3.96,4.05,OK,NA,
Vietnamese,vietnamese,40510,40510_109,bọt,ɓɔ˨˩ˀt,2.15,2.4,ɔ˨˩ˀ,vowel,2.26,2.37,OK,NA,
Vietnamese,vietnamese,40510,40510_117,biết,ɓiə˦˥t,2.58,2.75,ɓ,consonant,2.58,2.67,OK,NA,
Vietnamese,vietnamese,40510,40510_117,mới,məː˦˥j,7.75,8,əː˦˥,vowel,7.8,7.96,OK,NA,
Vietnamese,vietnamese,40510,40510_120,triệu,tɕiə˨˩ˀw,1.81,1.94,w,consonant,1.93,1.94,misaligned,NA,
Vietnamese,vietnamese,40510,40510_126,đéo,ɗɛː˦˥w,2.35,2.57,ɛː˦˥,vowel,2.41,2.47,misaligned,NA,seems like it should continue a bit 
Vietnamese,vietnamese,40510,40510_13,đấy,ɗə˦˥j,5.05,5.21,j,consonant,5.12,5.21,misaligned,NA,seems like it should continue; again hard b/c of glide
Vietnamese,vietnamese,40510,40510_134,trên,tɕe˨˨n,4.08,4.2,e˨˨,vowel,4.11,4.14,OK,NA,
Vietnamese,vietnamese,40510,40510_134,bàn,ɓaː˨˩n,4.2,4.41,n,consonant,4.37,4.41,misaligned,NA,can't tell if it's present
Vietnamese,vietnamese,40510,40510_152,là,laː˨˩,0.2,0.39,aː˨˩,vowel,0.3,0.39,OK,NA,
Vietnamese,vietnamese,40510,40510_165,gần,ɣə˨˩n,4.1,4.39,ə˨˩,vowel,4.19,4.26,OK,NA,
Vietnamese,vietnamese,40510,40510_170,nhật,ɲə˨˩ˀt,3.74,3.93,t,consonant,3.89,3.93,OK,NA,
Vietnamese,vietnamese,40510,40510_20,cốc,ko˦˥k,3.67,3.83,k,consonant,3.81,3.83,OK,NA,
Vietnamese,vietnamese,40510,40510_20,nữa,nɨə˨ˀ˥,3.83,4.1,n,consonant,3.83,3.95,OK,NA,
Vietnamese,vietnamese,40510,40510_36,về,ve˨˩,1.08,1.28,v,consonant,1.08,1.16,OK,NA,
Vietnamese,vietnamese,40510,40510_36,thì,tʰi˨˩,1.28,1.39,tʰ,consonant,1.28,1.32,OK,NA,
Vietnamese,vietnamese,40510,40510_52,được,ɗɨə˨˩ˀk,1.17,1.37,ɨə˨˩ˀ,vowel,1.2,1.35,OK,NA,
Vietnamese,vietnamese,40510,40510_52,đúng,ɗu˦˥ŋ,4.26,4.36,ɗ,consonant,4.26,4.29,OK,NA,
Vietnamese,vietnamese,40510,40510_6,gì,zi˨˩,3.36,3.53,i˨˩,vowel,3.39,3.53,OK,NA,
Vietnamese,vietnamese,40510,40510_60,bọn,ɓɔ˨˩ˀn,2.32,2.51,ɔ˨˩ˀ,vowel,2.37,2.48,misaligned,NA,should extend
Vietnamese,vietnamese,40510,40510_78,phải,faː˨˩˨j,4.87,5.02,aː˨˩˨,vowel,4.96,4.99,misaligned,NA,
Vietnamese,vietnamese,44829,44829_100,đường,ɗɨə˨˩ŋ,1.56,1.74,ɨə˨˩,vowel,1.62,1.69,misaligned,NA,should extend into where nasal seg is 
