vowel_length_contrast,language,phone_dur_uttr,model,syll_pos,derivative_cs,derivative_cl,eff_size,phone_dur_cs,phone_dur_cl,derivative_nc,phone_dur_nc
none,Dalabon,0.06889473684210363,vln_mod_mono_pos,nonfinal,NA,NA,NA,NA,NA,1.2742595490387032,0.07541831426009311
none,Yongning_Na,0.08989743589743518,vln_mod_mono_pos,nonfinal,NA,NA,NA,NA,NA,1.2219384427969437,0.09232408160867979
none,Gurindji,0.0702000000000074,vln_mod_mono_pos,nonfinal,NA,NA,NA,NA,NA,1.2191064484730063,0.078442136569085
none,Jejuan,0.07049152542372868,vln_mod_mono_pos,nonfinal,NA,NA,NA,NA,NA,1.217725492892452,0.07119037778758185
none,Urum,0.0753921568627451,vln_mod_mono_pos,final,NA,NA,NA,NA,NA,1.204028713858829,0.08642621407433214
none,Lower_Sorbian,0.09714705882353045,vln_mod_mono_pos,final,NA,NA,NA,NA,NA,1.182398410351393,0.1092015965178555
none,Sadu,0.09033333333333313,vln_mod_mono_pos,final,NA,NA,NA,NA,NA,1.148832046384829,0.10163517558532781
none,Veraa,0.06339999999999986,vln_mod_mono_pos,nonfinal,NA,NA,NA,NA,NA,1.144841270652286,0.0649322938882499
none,Nuu,0.0890909090909088,vln_mod_mono_pos,final,NA,NA,NA,NA,NA,1.1419370955820796,0.09486140862153578
none,Lower_Sorbian,0.09714705882353045,vln_mod_mono_pos,nonfinal,NA,NA,NA,NA,NA,1.1409204473760148,0.10272039660799608
restricted,Mojeno_Trinitario,0.0928888888888894,vln_mod_mono_pos,final,NA,NA,NA,NA,NA,1.1376467078130226,0.09537367675709754
none,Sanzhi_Dargwa,0.08172131147540972,vln_mod_mono_pos,final,NA,NA,NA,NA,NA,1.0553880033050689,0.08289771881441728
none,Dalabon,0.06889473684210363,vln_mod_mono_pos,final,NA,NA,NA,NA,NA,1.0496442555005814,0.07995906770609355
none,Sadu,0.09033333333333313,vln_mod_mono_pos,nonfinal,NA,NA,NA,NA,NA,1.04378589224563,0.09622178862370993
none,Yali,0.05786206896551715,vln_mod_mono_pos,final,NA,NA,NA,NA,NA,1.042544283170077,0.0661315278919369
none,English,0.0808645833333325,vln_mod_mono_pos,final,NA,NA,NA,NA,NA,1.0305793415072984,0.09749937199799721
none,Nuu,0.0890909090909088,vln_mod_mono_pos,nonfinal,NA,NA,NA,NA,NA,1.0243015808435452,0.08967535543088412
none,Gurindji,0.0702000000000074,vln_mod_mono_pos,final,NA,NA,NA,NA,NA,1.0168694642258558,0.08276031222114516
none,Jejuan,0.07049152542372868,vln_mod_mono_pos,final,NA,NA,NA,NA,NA,0.9996015249496004,0.0754614430813262
restricted,Ruuli,0.0696545454545437,vln_mod_mono_pos,final,NA,NA,NA,NA,NA,0.9970363717899389,0.07557829521901452
none,English,0.0808645833333325,vln_mod_mono_pos,nonfinal,NA,NA,NA,NA,NA,0.9839742025032905,0.09363852395435324
none,Sanzhi_Dargwa,0.08172131147540972,vln_mod_mono_pos,nonfinal,NA,NA,NA,NA,NA,0.9827870671168526,0.07894058371515837
none,Veraa,0.06339999999999986,vln_mod_mono_pos,final,NA,NA,NA,NA,NA,0.896244478889141,0.07047898891321644
unrestricted,Gubeeher,0.06458333333333262,vln_mod_mono_full,final,0.8535654835233331,1.1533808997636896,0.29981541624035657,0.06764861892500663,0.10340940134496275,NA,NA
restricted,Kamas,0.11083333333333864,vln_mod_mono_full,nonfinal,1.198508882106708,1.4529829449849707,0.2544740628782627,0.10364004620873384,0.18091364766037946,NA,NA
unrestricted,Gubeeher,0.06458333333333262,vln_mod_mono_full,nonfinal,1.13649914969427,1.3498590054803472,0.2133598557860772,0.06212924923765781,0.09789003165761392,NA,NA
unrestricted,Arapaho,0.08819999999999709,vln_mod_mono_full,nonfinal,0.7746636219474468,0.9333345006465876,0.15867087869914087,0.08747586428619207,0.14296616152018832,NA,NA
unrestricted,Bora,0.08342857142856917,vln_mod_mono_full,nonfinal,0.8690943618709923,1.01809011079812,0.14899574892712764,0.07215188744305526,0.12405643831017182,NA,NA
unrestricted,Resigaro,0.09364285714285696,vln_mod_mono_full,nonfinal,0.8993971642916598,1.0384415645090517,0.13904440021739184,0.07934564867881755,0.13893595682690016,NA,NA
