phone_dur_uttr,phone_type_f,speakerSegtype,languageSegtype,segtype_o,language,language_f,speaker_f,dur,ul,ll,model
0.12757271579430596,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.14815013739739846,0.15540426131195534,0.1408960134828416,cv_mod_baseline
0.12891950757575682,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.14972522206171937,0.1570733975209553,0.14237704660248343,cv_mod_baseline
0.13026629935720774,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.15129038397131048,0.15873253870738638,0.14384822923523458,cv_mod_baseline
0.1316130911386586,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.15284601775532985,0.16038348665363222,0.1453085488570275,cv_mod_baseline
0.1329598829201095,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.15439359886983356,0.16203004285166353,0.1467571548880036,cv_mod_baseline
0.13430667470156038,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.155934016591477,0.16367174144418742,0.14819629173876656,cv_mod_baseline
0.13565346648301127,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.1574691825917027,0.16531059757108055,0.14962776761232485,cv_mod_baseline
0.13700025826446216,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.15900105605963885,0.1669465054206089,0.1510556066986688,cv_mod_baseline
0.13834705004591302,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.16053148284854532,0.16857972248495867,0.15248324321213197,cv_mod_baseline
0.13969384182736394,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.16206092363095387,0.17021673488127956,0.15390511238062818,cv_mod_baseline
0.1410406336088148,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.16359164254102385,0.17185399556064457,0.15532928952140312,cv_mod_baseline
0.1423874253902657,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.165125416515242,0.17348980102735084,0.15676103200313318,cv_mod_baseline
0.14373421717171658,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.1666631327407245,0.17512506658558188,0.15820119889586712,cv_mod_baseline
0.14508100895316745,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.1682033542664702,0.17676368046422491,0.1596430280687155,cv_mod_baseline
0.14642780073461836,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.16974610579889732,0.1784066527530089,0.16108555884478573,cv_mod_baseline
0.14777459251606923,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.1712899404769853,0.18005628525572237,0.1625235956982482,cv_mod_baseline
0.14912138429752012,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.17283508154555136,0.1817114738313647,0.163958689259738,cv_mod_baseline
0.150468176078971,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.17438150007684047,0.18337054513661574,0.1653924550170652,cv_mod_baseline
0.15181496786042187,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.17592797231458396,0.1850333721559264,0.1668225724732415,cv_mod_baseline
0.15316175964187279,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.17747427166957655,0.18669661663411838,0.16825192670503472,cv_mod_baseline
0.15450855142332365,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.17901943669258502,0.18836167102266954,0.1696772023625005,cv_mod_baseline
0.15585534320477454,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.1805630324162114,0.19002797301552826,0.17109809181689456,cv_mod_baseline
0.15720213498622543,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.18210452790848466,0.19168889023952812,0.1725201655774412,cv_mod_baseline
0.15854892676767632,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.18364428613829492,0.19334962108444026,0.17393895119214958,cv_mod_baseline
0.1598957185491272,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.18518224048040596,0.19500987136352724,0.1753546095972847,cv_mod_baseline
0.16124251033057807,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.18671809287448965,0.19666661865794438,0.17676956709103492,cv_mod_baseline
0.162589302112029,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.1882531141831326,0.19832792144641806,0.17817830691984712,cv_mod_baseline
0.16393609389347985,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.1897867942938736,0.19999010514831805,0.17958348343942915,cv_mod_baseline
0.16528288567493074,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.19131781606652748,0.20164459244214097,0.18099103969091399,cv_mod_baseline
0.16662967745638163,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.1928469741163195,0.2032951969054554,0.18239875132718358,cv_mod_baseline
0.16797646923783252,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.19437339028424927,0.2049363515153598,0.18381042905313874,cv_mod_baseline
0.1693232610192834,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.19589772008487183,0.20657112249704354,0.18522431767270012,cv_mod_baseline
0.17067005280073427,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.19742036251377754,0.20820113767262338,0.1866395873549317,cv_mod_baseline
0.17201684458218516,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.1989428202570297,0.20983409458630714,0.18805154592775225,cv_mod_baseline
0.17336363636363605,vowel_mono_short_nonhigh,Edi.syllabic,Yali.syllabic,syllabic,Yali,Yali,Edi,0.20046390656607574,0.21146307385332405,0.18946473927882743,cv_mod_baseline
0.04003124999999841,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.03940074486615591,0.04378985742380178,0.035011632308510045,cv_mod_baseline
0.04137804178144929,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.04048496110027897,0.04486199796337123,0.036107924237186714,cv_mod_baseline
0.04272483356290018,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.04157184752797017,0.04591674524122313,0.03722694981471721,cv_mod_baseline
0.044071625344351065,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.04266148006373275,0.0469519458021091,0.038371014325356397,cv_mod_baseline
0.04541841712580195,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.0437526057062092,0.04797368817229077,0.03953152324012763,cv_mod_baseline
0.04676520890725283,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.04484361763866944,0.048989284447837844,0.040697950829501034,cv_mod_baseline
0.04811200068870372,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.04593270997646766,0.05000566453115913,0.04185975542177619,cv_mod_baseline
0.049458792470154604,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.047018053374030845,0.051027825607933015,0.043008281140128675,cv_mod_baseline
0.05080558425160549,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.04809797582489797,0.05205778528900436,0.044138166360791584,cv_mod_baseline
0.05215237603305638,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.04917113241121354,0.05309441554990575,0.04524784927252133,cv_mod_baseline
0.05349916781450726,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.050236648577120235,0.05413424502722553,0.04633905212701494,cv_mod_baseline
0.054845959595958144,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.05129422357892285,0.055172937187708444,0.04741550997013725,cv_mod_baseline
0.056192751377409034,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.05234417835845442,0.05620689043062359,0.048481466286285246,cv_mod_baseline
0.05753954315885992,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.05338747476844325,0.05723451699791836,0.04954043253896814,cv_mod_baseline
0.0588863349403108,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.054425635417959514,0.058256711523407785,0.05059455931251124,cv_mod_baseline
0.06023312672176169,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.05546064004808021,0.059276609607400076,0.05164467048876035,cv_mod_baseline
0.06157991850321257,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.05649477071030746,0.060298715429252824,0.05269082599136209,cv_mod_baseline
0.06292671028466346,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.057530425283880304,0.061327720702240913,0.053733129865519695,cv_mod_baseline
0.06427350206611435,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.058569914649685015,0.062367390741652075,0.054772438557717955,cv_mod_baseline
0.06562029384756524,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.05961526050269508,0.06341985228812992,0.055810668717260245,cv_mod_baseline
0.06696708562901611,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.06066801109118994,0.06448545983503627,0.0568505623473436,cv_mod_baseline
0.068313877410467,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.061729090795435516,0.06556319420804672,0.057894987382824316,cv_mod_baseline
0.06966066919191788,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.06279869705921058,0.06665135999832143,0.05894603412009972,cv_mod_baseline
0.07100746097336877,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.06387626055456053,0.06774826885566415,0.0600042522534569,cv_mod_baseline
0.07235425275481966,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.06496044031731077,0.06885267987933304,0.0610682007552885,cv_mod_baseline
0.07370104453627055,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.0660492265901481,0.06996381989092125,0.06213463328937495,cv_mod_baseline
0.07504783631772143,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.06714007024942029,0.07108105520936925,0.06319908528947132,cv_mod_baseline
0.0763946280991723,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.06823006773493091,0.07220336107546475,0.06425677439439707,cv_mod_baseline
0.07774141988062319,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.0693161800068667,0.07332883975539162,0.0653035202583418,cv_mod_baseline
0.07908821166207408,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.07039546904163778,0.07445452942500083,0.06633640865827473,cv_mod_baseline
0.08043500344352497,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.0714653327218144,0.07557663917009083,0.06735402627353798,cv_mod_baseline
0.08178179522497586,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.07252371964503425,0.0766911794680746,0.06835625982199389,cv_mod_baseline
0.08312858700642674,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.07356930714674988,0.07779480401348873,0.06934381028001102,cv_mod_baseline
0.08447537878787761,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.07460162771278589,0.07888560265821057,0.07031765276736121,cv_mod_baseline
0.0858221705693285,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.07562112285540243,0.07996358197939435,0.07127866373141051,cv_mod_baseline
0.0871689623507794,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.07662917403038637,0.08103083188642536,0.07222751617434738,cv_mod_baseline
0.08851575413223028,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.07762799331925012,0.08209107989116146,0.07316490674733878,cv_mod_baseline
0.08986254591368117,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.07862049886804139,0.08314903337311416,0.07409196436296861,cv_mod_baseline
0.09120933769513205,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.07961012449942291,0.08420956869153377,0.07501068030731205,cv_mod_baseline
0.09255612947658293,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.08060058971589998,0.08527702395822424,0.07592415547357571,cv_mod_baseline
0.09390292125803382,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.08159564731398011,0.08635477395513888,0.07683652067282135,cv_mod_baseline
0.095249713039484707,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.08259882751752429,0.08744515221501509,0.07775250282003349,cv_mod_baseline
0.0965965048209356,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.08361319802775051,0.08854965510170974,0.07867674095379128,cv_mod_baseline
0.09794329660238647,vowel_mono_short_nonhigh,Edi.syllabic,Yali.consonant,consonant,Yali,Yali,Edi,0.08464115807834414,0.0896692709446128,0.07961304521207549,cv_mod_baseline
