language,phone_dur_uttr_med,phone_dur_uttr,density,model,derivative_c,derivative_v,delta_deriv,phone_dur_v,phone_dur_c,derivative_v_w,derivative_c_w,delta_deriv_w,phone_dur_v_w,phone_dur_c_w
Arapaho,0.08819999999999709,0.155855343204775,5.488359108816703e-17,cv_mod_baseline,1.0157194706388317,0.9139973472349627,-0.10172212340386899,0.18904578400152236,0.12688853724136237,5.016345666131311e-17,5.574633208683112e-17,-5.5828754255180115e-18,1.0375511506081503e-17,6.964098591730587e-18
Arapaho,0.08819999999999709,0.157202134986225,3.216877656612449e-17,cv_mod_baseline,1.0139885676578864,0.9152074924148046,-0.09878107524308177,0.19053956828403815,0.12800116612898443,2.9441105335134923e-17,3.261877167359115e-17,-3.1776663384562286e-18,6.129424799135043e-18,4.117640913406682e-18
Arapaho,0.08819999999999709,0.158548926767676,9.077628824216519e-18,cv_mod_baseline,1.0130955135925213,0.9158118603567189,-0.09728365323580235,0.19203369119188116,0.12911253431601452,8.313400141133504e-18,9.196505035871908e-18,-8.83104894738404e-19,1.7432105703841144e-18,1.1720356630746978e-18
Arapaho,0.08819999999999709,0.15989571854912701,2.4563419485344344e-17,cv_mod_baseline,1.0101938297704116,0.9179911148153863,-0.0922027149550253,0.19352856301978583,0.1302223442658496,2.2549000837029238e-17,2.4813814802157155e-17,-2.264813965127919e-18,4.753723275850898e-18,3.1987060685669894e-18
Arapaho,0.08819999999999709,0.161242510330578,3.809177233625785e-17,cv_mod_baseline,1.0096094972902314,0.9184627502036857,-0.09114674708654569,0.195025136696575,0.1313298287319373,3.498587398009206e-17,3.845781511930323e-17,-3.471941139211172e-18,7.428853106893502e-18,5.00258593701669e-18
Arapaho,0.08819999999999709,0.162589302112029,7.28988246885018e-17,cv_mod_baseline,1.009529427112188,0.9186032012531431,-0.09092622585904486,0.19652087928792342,0.13243731353354232,6.696509372644942e-17,7.359350872493505e-17,-6.628414998485631e-18,1.4326141126840553e-17,9.65452450149785e-18
Arapaho,0.08819999999999709,0.16393609389348,4.7198261501742605e-17,cv_mod_baseline,1.0077442644518264,0.9200821227732803,-0.08766214167854613,0.19801721115026014,0.13354361182850125,4.3426276633731726e-17,4.7563777320478555e-17,-4.13750068674683e-18,9.34606811371576e-18,6.303026312968809e-18
Arapaho,0.08819999999999709,0.165282885674931,4.966598889032168e-17,cv_mod_baseline,1.0039237009347168,0.9231482295724014,-0.08077547136231544,0.1995173272669741,0.13464594565318444,4.5849069714063014e-17,4.986086337735427e-17,-4.011793663291256e-18,9.909225359468211e-18,6.6873240409379156e-18
Arapaho,0.08819999999999709,0.166629677456382,0,cv_mod_baseline,1.0015268206498007,0.9251929524616287,-0.076333868188172,0.2010197734606463,0.1357456956015184,0,0,-0,0,0
Arapaho,0.08819999999999709,0.167976469237833,0,cv_mod_baseline,0.997385341521051,0.9286040149381058,-0.06878132658294511,0.20252678449696304,0.136840935886983,0,0,-0,0,0
Arapaho,0.08819999999999709,0.169323261019283,0,cv_mod_baseline,0.9926330908713865,0.9325262258994549,-0.06010686497193163,0.20403722010368033,0.13793276928711548,0,0,-0,0,0
Arapaho,0.08819999999999709,0.170670052800734,1.4785565516434894e-17,cv_mod_baseline,0.9926908843240767,0.9328812479107995,-0.05980963641327719,0.20555049886155022,0.1390217998248524,1.3793176810038669e-17,1.467749610774133e-17,-8.843192977026599e-19,3.0391803678533267e-18,2.055515929523052e-18
Arapaho,0.08819999999999709,0.172016844582185,1.6965334748107885e-17,cv_mod_baseline,0.9927477461797451,0.9332866432936182,-0.05946110288612694,0.20706359293376655,0.1401108304371487,1.583352031941419e-17,1.6842297834369017e-17,-1.0087775149548273e-18,3.512903168267296e-18,2.3770271402016106e-18
Arapaho,0.08819999999999709,0.173363636363636,0,cv_mod_baseline,0.9888574744580936,0.9367126292871841,-0.05214484517090945,0.20857944825148939,0.1411972943302875,0,0,-0,0,0
