phone_dur_uttr,vht,syll_pos,speaker,language,vlcLn,vlcLn_o,vht_o,syll_pos_o,language_f,speaker_f,dur,ul,ll,model
0.14642780073461836,nonhigh,nonfinal,Edi,Yali,no_contrast,no_contrast,nonhigh,nonfinal,Yali,Edi,0.15597286203361477,0.16045007566048497,0.15149564840674457,vln_mod_mono_baseline
0.14777459251606923,nonhigh,nonfinal,Edi,Yali,no_contrast,no_contrast,nonhigh,nonfinal,Yali,Edi,0.15740646888923307,0.161936241914089,0.15287669586437713,vln_mod_mono_baseline
0.14912138429752012,nonhigh,nonfinal,Edi,Yali,no_contrast,no_contrast,nonhigh,nonfinal,Yali,Edi,0.15884007225315844,0.16342303651995618,0.1542571079863607,vln_mod_mono_baseline
0.150468176078971,nonhigh,nonfinal,Edi,Yali,no_contrast,no_contrast,nonhigh,nonfinal,Yali,Edi,0.16027367230916412,0.16491043965041696,0.15563690496791127,vln_mod_mono_baseline
0.15181496786042187,nonhigh,nonfinal,Edi,Yali,no_contrast,no_contrast,nonhigh,nonfinal,Yali,Edi,0.1617072692410234,0.16639843214808547,0.15701610633396135,vln_mod_mono_baseline
0.15316175964187279,nonhigh,nonfinal,Edi,Yali,no_contrast,no_contrast,nonhigh,nonfinal,Yali,Edi,0.1631408632325097,0.16788699548840097,0.15839473097661844,vln_mod_mono_baseline
0.15450855142332365,nonhigh,nonfinal,Edi,Yali,no_contrast,no_contrast,nonhigh,nonfinal,Yali,Edi,0.16457445446739621,0.169376111744131,0.15977279719066143,vln_mod_mono_baseline
0.15585534320477454,nonhigh,nonfinal,Edi,Yali,no_contrast,no_contrast,nonhigh,nonfinal,Yali,Edi,0.16600804312945633,0.17086576355185587,0.1611503227070568,vln_mod_mono_baseline
0.15720213498622543,nonhigh,nonfinal,Edi,Yali,no_contrast,no_contrast,nonhigh,nonfinal,Yali,Edi,0.16744162940246335,0.17235593408043437,0.16252732472449233,vln_mod_mono_baseline
0.15854892676767632,nonhigh,nonfinal,Edi,Yali,no_contrast,no_contrast,nonhigh,nonfinal,Yali,Edi,0.16887521347019058,0.1738466070014373,0.16390381993894385,vln_mod_mono_baseline
0.1598957185491272,nonhigh,nonfinal,Edi,Yali,no_contrast,no_contrast,nonhigh,nonfinal,Yali,Edi,0.17030879551641137,0.17533776646152172,0.16527982457130103,vln_mod_mono_baseline
0.16124251033057807,nonhigh,nonfinal,Edi,Yali,no_contrast,no_contrast,nonhigh,nonfinal,Yali,Edi,0.17174237572489892,0.17682939705670878,0.16665535439308907,vln_mod_mono_baseline
0.162589302112029,nonhigh,nonfinal,Edi,Yali,no_contrast,no_contrast,nonhigh,nonfinal,Yali,Edi,0.17317595427942675,0.17832148380852125,0.16803042475033225,vln_mod_mono_baseline
0.16393609389347985,nonhigh,nonfinal,Edi,Yali,no_contrast,no_contrast,nonhigh,nonfinal,Yali,Edi,0.17460953136376797,0.1798140121419267,0.16940505058560926,vln_mod_mono_baseline
0.16528288567493074,nonhigh,nonfinal,Edi,Yali,no_contrast,no_contrast,nonhigh,nonfinal,Yali,Edi,0.17604310716169602,0.1813069678650324,0.17077924645835965,vln_mod_mono_baseline
0.16662967745638163,nonhigh,nonfinal,Edi,Yali,no_contrast,no_contrast,nonhigh,nonfinal,Yali,Edi,0.17747668185698418,0.1828003371504696,0.17215302656349876,vln_mod_mono_baseline
0.16797646923783252,nonhigh,nonfinal,Edi,Yali,no_contrast,no_contrast,nonhigh,nonfinal,Yali,Edi,0.17891025563340573,0.18429410651840522,0.17352640474840625,vln_mod_mono_baseline
