language,syll_pos,eff_size_dw,derivative_cs_dw,derivative_cl_dw,derivative_nc_dw,phone_dur_cl_dw,phone_dur_cs_dw,phone_dur_nc_dw,vowel_length_contrast,phone_dur_uttr,model,derivative_cs,derivative_cl,eff_size_med,phone_dur_cs,phone_dur_cl,derivative_nc,phone_dur_nc
English,final,NA,NA,NA,0.976785767535375,NA,NA,0.09483362272393717,none,0.0808645833333325,vln_mod_mono_full,NA,NA,NA,NA,NA,1.1039210886689688,0.09650777081416445
Gurindji,nonfinal,NA,NA,NA,1.0787509364043806,NA,NA,0.0796919577527595,none,0.0702000000000074,vln_mod_mono_full,NA,NA,NA,NA,NA,1.233413349430279,0.07725311601615287
Gurindji,final,NA,NA,NA,1.0787509364043806,NA,NA,0.0796919577527595,none,0.0702000000000074,vln_mod_mono_full,NA,NA,NA,NA,NA,1.0020668013401846,0.08161197810949708
Jejuan,nonfinal,NA,NA,NA,1.1223724803320523,NA,NA,0.07496126915976922,none,0.07049152542372868,vln_mod_mono_full,NA,NA,NA,NA,NA,1.2318867325333827,0.07018120873276926
Jejuan,final,NA,NA,NA,1.1223724803320523,NA,NA,0.07496126915976922,none,0.07049152542372868,vln_mod_mono_full,NA,NA,NA,NA,NA,0.9823716254770964,0.0744845533363845
Kamas,final,NA,NA,NA,1.2082880613363862,NA,NA,0.11047736135187715,restricted,0.11083333333333864,vln_mod_mono_full,NA,NA,NA,NA,NA,1.3310468212450743,0.1073423923190164
Lower_Sorbian,nonfinal,NA,NA,NA,1.0504682234863452,NA,NA,0.10461605004722102,none,0.09714705882353045,vln_mod_mono_full,NA,NA,NA,NA,NA,1.010600817771934,0.1013397549693116
Lower_Sorbian,final,NA,NA,NA,1.0504682234863452,NA,NA,0.10461605004722102,none,0.09714705882353045,vln_mod_mono_full,NA,NA,NA,NA,NA,1.0442408223734212,0.10792686294356582
Mojeno_Trinitario,final,NA,NA,NA,1.0190052889614296,NA,NA,0.09482108866268775,restricted,0.0928888888888894,vln_mod_mono_full,NA,NA,NA,NA,NA,1.0586523493230082,0.09506429976757944
Nuu,nonfinal,NA,NA,NA,1.0000256314006544,NA,NA,0.09575114781080371,none,0.0890909090909088,vln_mod_mono_full,NA,NA,NA,NA,NA,0.9895992069837156,0.08902358231479425
Nuu,final,NA,NA,NA,1.0000256314006544,NA,NA,0.09575114781080371,none,0.0890909090909088,vln_mod_mono_full,NA,NA,NA,NA,NA,1.122604623664536,0.09432595271403604
Ruuli,final,NA,NA,NA,1.0772588642102447,NA,NA,0.07632378054820241,restricted,0.0696545454545437,vln_mod_mono_full,NA,NA,NA,NA,NA,0.9963028961710307,0.07472664534140247
Sadu,nonfinal,NA,NA,NA,1.0779600710438422,NA,NA,0.10005547072440861,none,0.09033333333333313,vln_mod_mono_full,NA,NA,NA,NA,NA,0.9925743580474489,0.09535175387996986
Sadu,final,NA,NA,NA,1.0779600710438422,NA,NA,0.10005547072440861,none,0.09033333333333313,vln_mod_mono_full,NA,NA,NA,NA,NA,1.1085504382575273,0.10089670911401706
Sanzhi_Dargwa,nonfinal,NA,NA,NA,1.0167151041785478,NA,NA,0.07643113877800722,none,0.08172131147540972,vln_mod_mono_full,NA,NA,NA,NA,NA,1.0497455322751037,0.07799318146248023
Sanzhi_Dargwa,final,NA,NA,NA,1.0167151041785478,NA,NA,0.07643113877800722,none,0.08172131147540972,vln_mod_mono_full,NA,NA,NA,NA,NA,1.1406602540420252,0.08190676739643168
Urum,nonfinal,NA,NA,NA,1.2030544780451764,NA,NA,0.08530818461888615,none,0.0753921568627451,vln_mod_mono_full,NA,NA,NA,NA,NA,1.3429602849157618,0.08149394553048073
Urum,final,NA,NA,NA,1.2030544780451764,NA,NA,0.08530818461888615,none,0.0753921568627451,vln_mod_mono_full,NA,NA,NA,NA,NA,1.224076270018415,0.0851243000971334
Veraa,nonfinal,NA,NA,NA,1.0082804432012913,NA,NA,0.06943464991689102,none,0.06339999999999986,vln_mod_mono_full,NA,NA,NA,NA,NA,1.2002184021802087,0.06404478210695486
Veraa,final,NA,NA,NA,1.0082804432012913,NA,NA,0.06943464991689102,none,0.06339999999999986,vln_mod_mono_full,NA,NA,NA,NA,NA,0.9295928445181012,0.06979381586066
Yali,nonfinal,NA,NA,NA,1.1257962870954012,NA,NA,0.063856801914979,none,0.05786206896551715,vln_mod_mono_full,NA,NA,NA,NA,NA,1.3745469561854406,0.05840430581119879
Yali,final,NA,NA,NA,1.1257962870954012,NA,NA,0.063856801914979,none,0.05786206896551715,vln_mod_mono_full,NA,NA,NA,NA,NA,1.0965037182240067,0.06509364075220449
Yongning_Na,nonfinal,NA,NA,NA,1.156916249977077,NA,NA,0.09396174571418023,none,0.08989743589743518,vln_mod_mono_full,NA,NA,NA,NA,NA,1.1534803396866522,0.09142718726794341
Yongning_Na,final,NA,NA,NA,1.156916249977077,NA,NA,0.09396174571418023,none,0.08989743589743518,vln_mod_mono_full,NA,NA,NA,NA,NA,1.2683996708822143,0.096888355609610885
Gubeeher,final,0.2849072784767691,0.8970711683077374,1.1819784467845065,NA,0.10664513254797528,0.07037501267769955,NA,unrestricted,0.06458333333333262,vln_mod_mono_full,0.8535654835233331,1.1533808997636896,0.29981541624035657,0.06764861892500663,0.10340940134496275,NA,NA
Bora,nonfinal,0.23942920397058884,0.9025572234721398,1.141986427442729,NA,0.12204563680837323,0.07100662305130112,NA,unrestricted,0.08342857142856917,vln_mod_mono_full,0.8690943618709923,1.01809011079812,0.14899574892712764,0.07215188744305526,0.12405643831017182,NA,NA
Gubeeher,nonfinal,0.2392944296986916,1.084479467359439,1.3237738970581312,NA,0.10122520061047338,0.06495508074019767,NA,unrestricted,0.06458333333333262,vln_mod_mono_full,1.13649914969427,1.3498590054803472,0.2133598557860772,0.06212924923765781,0.09789003165761392,NA,NA
Bora,final,0.2342186456620814,0.8745391164688322,1.1087577621309137,NA,0.1276225211833804,0.07658350742630814,NA,unrestricted,0.08342857142856917,vln_mod_mono_full,1.0116328075122638,1.0980754730880449,0.08644266557578106,0.0763363533488816,0.12824090421599818,NA,NA
Resigaro,nonfinal,0.21323011843315232,0.9038065225075079,1.117036640940661,NA,0.14128676124560316,0.08008996547075607,NA,unrestricted,0.09364285714285696,vln_mod_mono_full,0.8993971642916598,1.0384415645090517,0.13904440021739184,0.07934564867881755,0.13893595682690016,NA,NA
Arapaho,nonfinal,0.20578070133830273,0.8209284827793818,1.0267091841176843,NA,0.1443843485721363,0.08823326018136234,NA,unrestricted,0.08819999999999709,vln_mod_mono_full,0.7746636219474468,0.9333345006465876,0.15867087869914087,0.08747586428619207,0.14296616152018832,NA,NA
Beja,final,0.18172814641194882,0.9379444663417907,1.1196726127537393,NA,0.12857568741965883,0.07916197345083065,NA,unrestricted,0.07982608695652167,vln_mod_mono_full,1.078996748589578,1.159254742647331,0.08025799405775302,0.07715079633570963,0.12626188746826916,NA,NA
Beja,nonfinal,0.18026636814654837,0.9691072276666713,1.1493735958132203,NA,0.12364042478264478,0.07422671081381654,NA,unrestricted,0.07982608695652167,vln_mod_mono_full,1.0335700821633154,1.1344458126916201,0.10087573052830479,0.07346032477343875,0.12257141590599827,NA,NA
Arapaho,final,0.17921953982392405,0.8669356092410915,1.0461551490650156,NA,0.14979021840152154,0.09363913001074751,NA,unrestricted,0.08819999999999709,vln_mod_mono_full,0.9261940046125794,1.0225965381218671,0.09640253350928774,0.09259812892547187,0.14808842615946813,NA,NA
Resigaro,final,0.16908147936504078,0.9815731948360361,1.1506546742010773,NA,0.14754275553834514,0.08634595976349806,NA,unrestricted,0.09364285714285696,vln_mod_mono_full,1.0064709398811544,1.0956603152920685,0.0891893754109141,0.08546852986234715,0.14505883801042976,NA,NA
Dolgan,final,0.15539748873103262,0.9978039493669505,1.1532014380979834,NA,0.12503775956119037,0.0766445396078625,NA,unrestricted,0.07919444444444441,vln_mod_mono_full,1.089623286149699,1.1720360930040918,0.08241280685439278,0.07468440641314221,0.12329402995340737,NA,NA
Fanbyak,final,0.15411844829428162,0.9877158683995555,1.141834316693837,NA,0.13513269168130193,0.08632133675625549,NA,unrestricted,0.0784722222222223,vln_mod_mono_full,1.1125240148945892,1.1862870504755207,0.07376303558093156,0.0837894754370247,0.13182063856365664,NA,NA
Ruuli,nonfinal,0.15261652305691184,1.2171536779573495,1.3697702010142618,NA,0.11127155165244029,0.07080187787508024,NA,restricted,0.0696545454545437,vln_mod_mono_full,1.273481154255407,1.3800322971051493,0.10655114284974232,0.06778990672296814,0.10826647704367232,NA,NA
Fanbyak,nonfinal,0.14447406955945388,1.0342063388853358,1.1786804084447902,NA,0.13044534812575131,0.08163399320070493,NA,unrestricted,0.0784722222222223,vln_mod_mono_full,1.1159367348518856,1.190489754582913,0.07455301973102735,0.08019403394702523,0.12822519707365715,NA,NA
